brand,storage,ram,phones_price,reviews,battery
Itel A80 128GB,128,8," 10,999",0,5000
XIAOMI Redmi A3X,128,," 11,994",0,5000
Samsung Galaxy A05,64,4," 10,945",0,5000
Samsung Galaxy A16,,," 20,599",0,
"Galaxy A05S, ,",,," 15,999",0,5000
Samsung Galaxy A55,128,," 40,999",0,5000
Samsung Galaxy A55,128,," 42,999",0,5000
Samsung Galaxy A25,256,8," 33,999",0,5000
Samsung Galaxy A15,128,4," 19,650",0,5000
Samsung Galaxy A15,128,4," 19,200",0,5000
Samsung Galaxy A15,128,6," 23,399",0,5000
OPPO A78 16GB256GB,16,," 33,199",11,5000
Realme C30s 6.5'',64,3," 9,699",0,5000
Itel P65 128GB,128,8," 13,999",0,7400
oppo A9 F11,,6," 9,999",31,
oppo A5 Android,,," 8,200",372,
Oppo A3x 4G,64,," 15,899",0,5000
Itel P65 128GB,128,8," 13,399",0,7400
Infinix hot 50i,128,12," 14,999",0,
realme Note 50,256,8," 12,999",0,
Samsung Galaxy M05,64,," 13,689",0,5000
Affordable Samsung Galaxy,128,," 19,999",3,5000
realme Note 50,128,4," 11,499",0,
OFFERSSamsung Galaxy A15,256,8," 26,699",0,5000
OnePlus Nord CE,256,," 29,994",0,5000
Samsung Galaxy A16,128,," 24,999",0,5000
Samsung Galaxy A16,128,," 20,999",0,5000
Samsung Galaxy A16,256,," 28,999",0,5000
XIAOMI Redmi A3X,64,," 10,799",0,5000
Itel S23 Plus,128,8," 15,999",0,5000
OPPO R15 128GB6GB,128,," 9,999",11,3450
OPPO R15X 100%,128,6," 7,999",132,
Samsung Galaxy A05,128,," 12,899",0,5000
VIVO Y03 64GB,64,4," 12,900",0,
Infinix Note 40,256,," 48,994",0,5000
oppo a37 100%,16,2," 3,119",0,2630
REDMI A3 PRO,128,," 12,500",0,
Infinix Hot 50i,,12," 13,599",1,5000
Samsung Galaxy A05S,64,4," 16,799",0,5000
OFFERSSamsung Galaxy A15,256,8," 26,999",0,5000
Xiaomi Redmi Note,128,," 19,999",0,5000
Samsung Galaxy A05S,64,4," 16,299",0,5000
"V40 Lite- 6.67,-",256,8," 36,999",0,5000
Itel P55 128GB,128,12," 12,499",0,5000
TECNO POP 9,128,6," 13,799",0,5000
Samsung Galaxy S7,,4," 6,499",153,3600
XIAOMI Redmi A3X,128,," 11,198",0,5000
CORN X50 2GB,,2," 4,500",0,2000
Samsung Galaxy A55,128,," 45,699",0,5000
ITEL OFFERSItel A80,128,," 11,399",0,5000
Samsung Galaxy A04e,64,3," 15,799",54,5000
Apple iphone 13pro,256,6," 79,999",0,
"Y19s -6.68,- 6GB",128,6," 19,999",0,5150
Xiaomi Redmi 14C,256,8," 17,599",0,5160
TECNO POP 8,64,4," 11,500",0,5000
VIVO Y28 128GB,128,8," 21,799",0,6000
Vivo Y03 64GB,64,4," 12,799",0,5000
Vivo X23 8GB128GB,,8," 13,966",0,3400
Pixel 5a 5G,128,6," 27,999",0,
Samsung Galaxy S7,,," 8,599",121,3600
Samsung Galaxy A25,128,6," 26,499",0,5000
Samsung Galaxy A24,128,4," 22,499",0,5000
Samsung Galaxy A24,128,4," 22,980",0,5000
vivo Y83 4gb,64,," 6,444",1,3260
Xiaomi Redmi Note,,12," 56,499",0,5000
Samsung Galaxy A06,128,," 15,294",0,5000
Samsung Galaxy A06,128,," 14,694",0,5000
Samsung Galaxy A06,64,," 14,594",0,5000
Samsung Galaxy A06,64,," 13,594",0,5000
TECNO SPARK 20C,256,12," 15,880",17,5000
"Y19s -6.68,- 6GB",128,6," 19,999",0,5150
OPPO R15 6.2-inch,,," 9,999",66,3450
Tecno Camon 30S,256,," 33,799",0,5000
Itel A80 6.7,128,8," 10,990",0,5000
Samsung Galaxy A55,128,," 42,999",0,5000
Samsung Galaxy A55,128,," 40,999",0,5000
XIAOMI Redmi 14C,128,12," 15,499",0,5160
Samsung Galaxy A05S,128,," 15,399",0,5000
Samsung Galaxy A06,128,," 14,906",0,5000
"V40 Lite- 6.67,-",256,8," 36,999",0,5000
Xiaomi Redmi 14C,128,4," 13,694",0,5160
Samsung Galaxy S23,256,," 63,999",0,4500
INFINIX HOT 50i,,6," 13,040",0,5000
XIAOMI Redmi Note,256,8," 29,299",0,5000
Samsung Galaxy M35,,6," 27,999",0,6000
Infinix 9 HD,64,6," 11,299",0,
Xiaomi Redmi 14C,256,8," 16,999",0,5160
Tecno Camon 30S,256,," 32,999",0,5000
Tecno Camon 30S,256,," 32,999",0,5000
Itel P55 128GB,128,12," 11,599",0,5000
Samsung Galaxy M04,64,," 14,799",0,5000
Samsung Galaxy M04,128,," 15,499",0,5000
Tecno Camon 30S,256,," 33,299",0,5000
Tecno Camon 30S,256,," 33,599",0,5000
Tecno Camon 30S,256,," 33,499",0,5000
BRANDNEWTecno Spark 30C,128,8," 14,699",0,5000
BRANDNEWTecno Spark 30C,128,8," 14,599",0,5000
BRANDNEWTecno Spark 30C,128,8," 14,599",0,5000
Samsung Galaxy A05S,128,," 15,399",0,5000
Samsung Galaxy A05S,128,," 15,899",0,5000
Itel P55 128GB,128,12," 12,399",0,5000
Samsung Galaxy S7,,4," 6,699",121,
Samsung Galaxy A05,64,4," 11,940",0,5000
Samsung Galaxy A05S,128,," 16,299",0,5000
Samsung Galaxy A05S,128,," 15,899",0,5000
Samsung Galaxy A05S,128,," 16,299",0,5000
Samsung Galaxy A05S,128,," 15,799",0,5000
Infinix Hot 50i,,12," 13,594",0,5000
Samsung Galaxy A05,64,4," 11,445",0,5000
Samsung Galaxy A05,64,4," 11,745",0,5000
Samsung Galaxy A05,64,4," 11,445",0,5000
Samsung Galaxy A05,64,4," 11,745",0,5000
Samsung Galaxy A05,64,4," 11,299",0,5000
Samsung Galaxy A05,64,4," 11,299",0,5000
Samsung Galaxy A05,64,4," 11,949",0,5000
Samsung Galaxy A05,64,4," 11,945",0,5000
oppo A3S A5,64,4," 6,799",28,
Infinix Note 40,256,," 36,648",0,5000
AMDW M80 1GB16GB,,," 4,994",0,3000
Tecno Spark 30C,128,8," 14,899",0,5000
Tecno Spark 30C,128,8," 13,999",0,5000
Tecno Spark 30C,128,8," 14,299",0,5000
Tecno Spark 30C,128,8," 14,699",0,5000
realme C65 256GB,256,," 20,999",12,5000
KGTEL A56 ROM16GB1GBRAM,,," 6,550",0,
XIAOMI Redmi Note,256,8," 28,999",0,5000
XIAOMI Redmi Note,256,8," 29,299",0,5000
XIAOMI Redmi Note,256,8," 28,499",0,5000
Samsung Galaxy M05,64,," 13,794",0,5000
OPPO Reno12 F,,12," 49,999",0,5000
Tecno Spark 30C,128,8," 13,999",0,5000
Tecno Spark 30C,128,8," 14,599",0,5000
Tecno Spark 30C,128,8," 14,499",0,5000
TECNO SPARK 30C,128,8," 14,599",0,5000
TECNO SPARK 30C,128,8," 13,999",0,5000
Samsung Galaxy A05,64,4," 11,299",0,5000
XIAOMI Redmi Note,256,8," 28,999",0,5000
XIAOMI Redmi Note,256,8," 29,299",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
SIMI 3G S507,16,," 6,499",8,2750
Samsung Galaxy A25,128,6," 25,999",0,5000
Samsung Galaxy A24,,," 22,499",0,
Samsung Galaxy A24,,," 22,980",0,
Oppo A3x 4G,64,," 15,450",0,5000
Xiaomi Redmi 14C,128,4," 13,699",0,5160
XIAOMI Redmi 14C,128,4," 24,199",0,5160
XIAOMI Redmi 14C,256,8," 24,199",0,5160
Realme C30s 6.5'',64,3," 9,899",0,5000
Realme C30s 6.5'',64,3," 9,899",0,5000
Realme C30s 6.5'',64,3," 10,090",0,5000
realme Note 50,64,6," 10,379",0,5000
realme Note 50,64,6," 10,480",0,5000
realme Note 50,64,6," 10,789",0,5000
XIAOMI Redmi 14C,256,8," 16,599",0,5160
XIAOMI Redmi Note,256,8," 28,999",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
XIAOMI Redmi 14C,128,6," 14,899",0,5160
XIAOMI Redmi 14C,128,6," 14,899",0,5160
XIAOMI Redmi 14C,128,8," 13,499",0,5160
XIAOMI Redmi 14C,128,8," 13,499",0,5160
XIAOMI Redmi 14C,256,8," 16,599",0,5160
XIAOMI Redmi 14C,256,8," 16,599",0,5160
TECNO SPARK 30C,128,8," 14,799",0,5000
TECNO SPARK 30C,128,8," 14,799",0,5000
XIAOMI Redmi 14C,128,6," 14,899",0,5160
XIAOMI Redmi 14C,128,6," 14,899",0,5160
XIAOMI Redmi 14C,256,8," 16,599",0,5160
Oppo A3x 4G,64,," 14,999",0,5000
Oppo A3x 4G,64,," 15,750",0,5000
Oppo A3x 4G,64,," 17,999",0,5000
Oppo A3x 4G,128,," 18,599",0,5000
Oppo A3x 4G,64,," 18,799",0,5000
Samsung Galaxy A15,128,4," 19,999",0,5000
Samsung Galaxy A15,128,4," 20,199",0,5000
Samsung Galaxy A15,128,4," 19,999",0,5000
Realme C30s 6.5'',64,3," 9,599",0,5000
realme Note 50,128,8," 11,490",0,
realme Note 50,128,8," 12,199",0,
realme Note 50,128,8," 12,450",0,
Samsung Galaxy S23,256,," 63,999",0,4500
Samsung Galaxy A05,64,4," 11,445",0,5000
Samsung Galaxy A05,64,4," 11,745",0,5000
XIAOMI Redmi 14C,256,8," 16,999",0,5160
XIAOMI Redmi 14C,128,4," 13,750",0,5160
XIAOMI Redmi 14C,256,8," 17,350",0,5160
XIAOMI Redmi 14C,128,6," 15,799",0,5160
XIAOMI Redmi 14C,128,6," 15,499",0,5160
XIAOMI Redmi 14C,128,6," 15,199",0,5160
XIAOMI Redmi 14C,128,6," 15,199",0,5160
KGTEL NOVA 10,64,12," 8,999",0,5000
realme Note 50,128,8," 11,490",0,
XIAOMI Redmi Note,256,8," 28,499",0,5000
Samsung Galaxy A15,128,4," 19,200",0,5000
Samsung Galaxy A25,256,8," 32,999",0,5000
Samsung Galaxy A25,128,6," 26,999",0,5000
TECNO SPARK 30C,128,8," 13,999",0,5000
XIAOMI Redmi 14C,256,8," 17,399",0,5160
Samsung Galaxy A15,128,," 19,999",5,5000
XIAOMI Redmi Note,256,8," 28,899",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
Xiaomi Redmi 14C,128,4," 12,999",0,5000
"Tecno CAMON 20,",256,8," 23,599",0,5000
"Tecno CAMON 20,",256,8," 23,380",0,5000
"Tecno CAMON 20,",256,8," 23,580",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
XIAOMI Redmi Note,256,8," 28,499",0,5000
XIAOMI Redmi Note,256,8," 28,499",0,5000
XIAOMI Redmi Note,256,8," 28,899",0,5000
XIAOMI Redmi Note,256,8," 28,899",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
XIAOMI Redmi Note,256,8," 29,499",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
XIAOMI Redmi Note,256,8," 29,599",0,5000
XIAOMI Redmi Note,256,8," 29,399",0,5000
Oppo A3x 4G,64,," 15,450",0,5000
Oppo A3x 4G,,," 18,399",0,5000
Oppo A3x 4G,,," 18,399",0,5000
Oppo A3x 4G,64,," 18,699",0,5000
realme Note 50,128,8," 11,890",0,
XIAOMI Redmi 14C,256,8," 16,999",0,5160
XIAOMI Redmi 14C,256,8," 17,350",0,5160
XIAOMI Redmi 14C,128,4," 14,299",0,5160
XIAOMI Redmi 14C,128,4," 14,299",0,5160
Blackview A52 Pro,,6," 12,599",2,5180
XIAOMI Redmi 14C,128,4," 14,499",0,5160
OPPO A73 5G,128,," 13,599",7,4040
XIAOMI Redmi 14C,128,6," 15,999",0,5160
ON TECNO SPARK,128,8," 14,000",0,
Itel S23 Plus,128,8," 15,399",0,5000
Itel S23 Plus,128,8," 15,799",0,5000
Itel S23 Plus,128,8," 15,799",0,5000
Itel S23 Plus,128,8," 15,899",0,5000
OnePlus Nord 4,16,," 66,694",0,5500
Samsung Galaxy A35,256,," 39,590",0,5000
Itel S23 Plus,128,8," 14,999",0,5000
Itel S23 Plus,128,8," 15,499",0,5000
Itel S23 Plus,128,8," 15,499",0,5000
Itel S23 Plus,128,8," 15,799",0,5000
Itel S23 Plus,128,8," 15,999",0,5000
Samsung Galaxy Note,,6," 14,999",64,
Samsung Galaxy A15,128,," 19,980",13,5000
Itel S23 Plus,128,8," 15,399",0,5000
Itel S23 Plus,128,8," 15,499",0,5000
Itel S23 Plus,128,8," 15,399",0,5000
Itel S23 Plus,128,8," 15,499",0,5000
Itel S23 Plus,128,8," 15,499",0,5000
Itel S23 Plus,128,8," 15,899",0,5000
Itel S23 Plus,128,8," 15,899",0,5000
XIAOMI Redmi A3,128,," 10,995",0,5000
Realme C61 128GB6GB,128,," 14,999",0,5000
Realme C61 128GB6GB,128,," 15,599",0,5000
Realme C61 128GB6GB,128,," 15,499",0,5000
Itel S23 Plus,128,8," 14,999",0,5000
Itel S23 Plus,128,8," 15,999",0,5000
Itel S23 Plus,128,8," 15,399",0,5000
OPPO Reno 12,,12," 45,889",0,5000
OPPO Reno12 5G,,12," 69,999",1,5000
ITEL P65 ON,128,8," 13,200",0,
XIAOMI Redmi A3,64,," 9,899",0,5000
Oppo A3 6.67-inch',128,6," 24,631",0,5100
Realme C61 128GB6GB,128,," 14,599",0,5000
Realme C61 128GB6GB,128,," 15,399",0,5000
Realme C61 128GB6GB,128,," 15,399",0,5000
Realme C61 128GB6GB,128,," 15,199",0,5000
Realme C61 128GB6GB,128,," 14,599",0,5000
Realme C61 128GB6GB,128,," 14,999",0,5000
Realme C61 128GB6GB,128,," 14,999",0,5000
Samsung Galaxy A25,128,6," 25,899",0,5000
XIAOMI Redmi A3,64,," 10,499",0,5000
XIAOMI Redmi A3,64,," 10,999",0,5000
XIAOMI MI5 64GB3GB,64,," 6,499",59,3000
XIAOMI Redmi A3,128,," 11,899",0,5000
OPPO A5 100%,64,6," 6,999",19,
Realme C61 128GB6GB,128,," 14,999",0,5000
OFFERSSamsung Galaxy A15,256,8," 25,999",0,5000
Samsung Galaxy A55,256,," 51,599",3,5000
Itel P55 128GB,128,12," 11,499",0,5000
Itel P55 128GB,128,12," 11,499",0,5000
Itel P55 128GB,128,12," 12,499",0,5000
XIAOMI Redmi 14C,128,8," 14,799",3,5160
TECNO POP 9.,64,6," 11,799",0,5000
TECNO POP 9,128,6," 12,799",0,5000
TECNO POP 9,128,6," 12,799",0,5000
TECNO POP 9,128,6," 13,499",0,5000
OPPO A58 8GB,,8," 26,299",0,5000
OPPO A58 8GB,,8," 27,299",0,5000
OPPO A58 8GB,,8," 27,299",0,5000
OPPO A58 8GB,,8," 26,299",0,5000
Itel P55 128GB,128,12," 11,499",0,5000
OFFERSSamsung Galaxy A15,256,8," 25,999",0,5000
OFFERSSamsung Galaxy A15,256,8," 26,399",0,5000
ITEL A06 3G,32,," 7,800",0,
TECNO POP 9,64,6," 11,999",0,5000
TECNO POP 9,128,6," 13,299",0,5000
TECNO POP 9,128,6," 13,799",0,5000
TECNO POP 9,128,6," 13,899",0,5000
TECNO POP 9,128,6," 13,699",0,5000
ON VIVO Y03,128,4," 14,700",0,
OPPO A58 8GB,,8," 27,299",0,5000
"TECNO POP 9,",64,6," 11,399",0,5000
TECNO POP 9,64,6," 13,999",0,5000
TECNO POP 9,128,6," 13,299",0,5000
TECNO POP 9,128,6," 13,499",0,5000
VILLAON V20 32GB,32,2," 5,250",0,3000
Samsung Galaxy A05S,64,4," 15,399",0,5000
VILLAON V20SE 32GB,32,2," 5,250",0,3000
VILLAON V20 32GB,32,2," 5,250",0,3000
VILLAON V20 32GB,32,2," 5,250",0,3000
VILLAON V20 32GB,32,2," 5,250",0,3000
VILLAON V20 32GB,32,2," 5,250",0,3000
VILLAON V20 SE,32,2," 5,250",0,3000
VILLAON V20SE 32GB,32,2," 5,250",0,3000
VILLAON V20 SE,32,2," 5,250",0,3000
OFFERSXIAOMI Redmi A3,64,," 10,399",0,5000
OFFERSXIAOMI Redmi A3,64,," 10,699",0,5000
VIVO Y19S 6.68,128,6," 18,500",0,
ITEL OFFERSItel A80,128,," 11,399",0,5000
ITEL OFFERSItel A80,128,," 11,799",0,5000
ITEL OFFERSItel A80,128,," 11,899",0,5000
XIAOMI Redmi A3,128,," 11,699",0,5000
XIAOMI Redmi A3,128,," 11,699",0,5000
Tecno Camon 30,,," 57,999",0,5000
XIAOMI Redmi A3X,64,," 10,399",0,5000
XIAOMI Redmi A3,128,," 11,399",0,5000
OPPO Reno 2Z,,8," 11,200",51,4000
Samsung Galaxy A15,256,," 25,490",0,5000
XIAOMI Redmi Note,256,," 21,020",8,5160
OFFERSXIAOMI Redmi A3,64,," 10,399",0,5000
Samsung Galaxy A05S,64,4," 15,899",0,5000
"TECNO POP 9,",64,6," 11,399",0,5000
TECNO POP 9,64,6," 12,299",0,5000
TECNO POP 9,64,6," 12,099",0,5000
Tecno Camon 30S,128,," 24,526",0,5000
IFINEX A17 PRO,,3," 7,000",0,4500
MAXFONE MAX 60S,,," 6,800",0,
OPPO R15 6.2-inch,,," 9,999",20,3450
TECNO POP 9.,64,6," 13,799",0,5000
TECNO POP 9,64,6," 12,199",0,5000
TECNO POP 9,64,6," 12,099",0,5000
Itel S24 256GB16GB,256,," 16,999",0,5000
ITEL OFFERSItel A80,128,," 10,999",0,5000
ITEL OFFERSItel A80,128,," 11,899",0,5000
XIAOMI Redmi A3,128,," 11,499",0,5000
Itel P55 128GB,128,12," 11,999",0,5000
Itel P55 128GB,128,12," 11,999",0,5000
OFFERSXIAOMI Redmi A3,64,," 10,499",0,5000
OFFERSXIAOMI Redmi A3,64,," 10,599",0,5000
Apple iPhone 5S,,," 5,999",79,
ON ITEL A50C,32,," 8,200",0,
Blackview A52 Pro,,4," 10,399",1,5180
Samsung Galaxy A05S,64,4," 16,799",0,5000
oppo R15 128GB,128,6," 10,723",21,3450
TECNO SPARK 30C,128,4," 13,799",0,5000
Oppo A3x 6.67-inch',128,4," 18,599",0,5100
Oppo A3x 6.67-inch',128,4," 18,799",0,5100
CORN C63 DUAL,,," 7,500",0,
Samsung Galaxy A05S,64,4," 15,899",0,5000
Samsung Galaxy A05S,64,4," 16,299",0,5000
KGTEL YOLO 3,32,," 6,800",0,
TECNO SPARK 10,256,8," 19,999",1,5000
XIAOMI Redmi 14C,128,8," 13,499",0,5160
vivo Y83 4gb,64,," 6,333",1,3260
oppo Reno 2,,8," 12,800",0,
huawei nova5 pro,,," 16,999",0,
Apple iphone 5s,16,," 5,999",20,
oppo Reno 2,,8," 13,799",0,
Samsung Galaxy A55,128,," 51,599",0,5000
TECNO POP 8,128,8," 11,299",3,5000
oppo R9 F1plus,,4," 5,777",10,3010
Samsung Galaxy S8,64,," 10,999",109,
Samsung Galaxy S7,32,4," 9,599",34,
TECNO POP 9,128,4," 12,380",0,5000
Samsung Galaxy A35,256,," 47,999",1,5000
OPPO A59s （F1S）32GB4GB,32,," 8,100",27,3075
Apple iPhone 6,16,," 6,599",1,2200
realme 12 Pro,,12," 52,999",0,5000
OPPO A8 A31,128,," 9,499",0,4230
SAMSUNG Galaxy A51,128,8," 21,200",2,4500
XIAOMI MI 10,,," 39,999",2,4500
Samsung Galaxy A15,256,," 34,888",0,5000
iPhone 14 245GB/128GB,128,6," 108,000",0,
oppo A83 64GB,64,4," 8,399",52,
XIAOMI Redmi 14C,256,8," 16,599",3,5160
Infinix Note 40,256,," 24,899",1,5000
iphone Xs 64G/256G/512G4G,,," 35,748",2,
Huawei P10 4GB,64,4," 11,999",4,
Oppo A83 32gb,,," 6,599",6,
realme Note 50,128,8," 12,999",1,
VIVO V30 Lite,256,," 34,888",0,5000
OPPO RENO 4,128,8," 24,999",1,4000
Huawei mate 8,,," 8,399",3,
OPPO Reno 9,,," 28,000",0,4500
OPPO Reno11 5G,,8," 46,616",0,5000
SAMSUNG Galaxy Z,256,8," 78,934",0,
SAMSUNG Galaxy A52,128,8," 29,400",0,4500
Xiaomi Redmi 14C,128,4," 12,900",0,5000
Apple iphone 5s,32,," 5,999",25,
VIVO V30 Lite,256,," 34,990",0,5000
HUAWEI P30 6.1,,," 21,591",0,3650
Samsung Galaxy S9,64,4," 12,999",55,
OPPO Reno 2z,128,," 10,500",21,
TECNO POP 8,128,8," 12,999",0,5000
samsung A32 64GB,64,," 12,999",0,5000
Samsung Galaxy A06,64,," 13,380",0,5000
oppo A9 F11,,6," 10,777",0,
OPPO A83/A1 64GB4GB,64,," 12,119",18,3180
LG Velvet 5G,128,6," 20,999",5,4300
Lebest 464G with,,," 13,650",0,4400
Tecno Pova 6,256,," 23,099",0,7000
Vivo Y03 -,64,4," 12,499",0,5000
OPPO Reno 2z,128,," 13,999",0,
"XIAOMI Redmi 13C,",128,4," 15,950",1,5000
xiaomi CC9PRO 6.47,,," 20,999",14,5260
OPPO R9S 64GB4GB,64,," 14,634",5,3010
Samsung Galaxy A42,,4," 16,999",0,
Samsung Galaxy A35,256,," 41,999",0,5000
OPPO F1 R9,64,," 14,642",0,4120
Vivo Y03 128GB4GB,128,," 14,799",0,5000
iPhone 6s 64GB/32/162GB,64,," 7,999",3,
samsung galaxy s8,64,," 11,888",0,3000
OPPO F1 A57,32,," 11,813",0,2900
xiaomi redmi 4A,,2," 4,999",0,3120
TECNO SPARK 20C,256,12," 17,998",1,5000
Samsung Galaxy A05S,128,4," 15,999",1,5000
xiaomi redmi 5A,,2," 4,999",0,3000
Infinix Note 30,256,," 39,999",1,
LG G9 Velvet,128,6," 21,599",8,
OPPO A37/A37T Rom,16,," 11,435",0,2630
"XIAOMI Redmi 13C,",256,8," 22,970",1,5000
Samsung Galaxy A15,128,," 21,599",0,5000
Samsung Galaxy Note,,6," 12,999",1,
Samsung Galaxy S20,,8," 19,999",2,4000
Affordable Samsung Galaxy,128,," 28,749",0,5000
OPPO OPPO A37,,2," 5,999",0,
TECNO SPARK 20,256,," 49,999",0,5000
Sony Xperia XZ,32,," 8,799",74,2900
Xiaomi Redmi K30,128,," 18,414",7,4500
OPPO A37 100%,16,2," 6,599",0,
Oppo A33 5.0&quot;,16,2," 3,999",35,
Samsung Galaxy A04e,32,3," 11,399",4,5000
Samsung Galaxy A35,128,," 79,980",0,5000
Apple iPhone 8,64,," 18,260",0,
iPhone 6s plus,,," 8,200",0,
Samsung note8 Android,,," 17,777",0,
Samsung Galaxy A15,128,," 21,999",1,5000
Huawei X8a 8GB,128,8," 21,999",4,500
TECNO POP 9,64,6," 11,480",0,5000
OPPO Reno 2Z,128,8," 10,999",70,
Oppo A37M A37,,2," 6,599",74,
xiaomi redmi 5A,,4," 5,666",0,3000
TECNO SPARK 30C,128,8," 14,499",0,5000
OPPO R11 64GB4GB,64,," 13,423",0,3000
Oale IP15 PLUS,32,3," 6,380",4,4050
Infinix Note 40,256,," 47,980",0,5000
Realme C51 128GB,128,8," 14,499",1,5000
iphone Xs Max,256,," 33,999",0,
TECNO POP 9,64,6," 10,870",0,5000
Realme C30s 6.5'',64,," 11,599",1,5000
HUAWEI Mate 30,,," 58,500",0,4500
Huawei Nexus 6P,32,," 14,511",0,3450
OPPO A57 332GB,,," 7,499",0,
oppo Reno 256GB/128GB6GB,256,," 12,500",2,
Samsung S20 S20,128,8," 23,999",0,
Huawei Mate 8,,," 8,599",2,4000
Motorola Moto G,,4," 15,999",1,
iphone 6 16/32GB,32,," 7,599",567,
Samsung Galaxy A05,64,4," 11,377",0,5000
oppo A5 Android,,," 8,200",6,
Itel P55 12GBGB,128,12," 12,499",1,5000
Samsung Galaxy A35,128,," 37,499",0,5000
Realme C30s 3GB64GB,,3," 11,299",3,5000
TECNO CAMON 30,256,," 28,599",0,5000
Realme C67 256GB,256,," 23,899",0,5000
Infinix Note 40,256,," 45,699",1,5000
Oppo A73 64GB4GB,64,4," 7,999",0,3200
OPPO A31 6GB128GB,,6," 13,500",1,4230
OPPO R15 128GB6GB,128,," 12,999",62,3450
apple iphone 5s,16,," 8,999",96,1560
Samsung Galaxy A15,128,," 20,599",0,5000
Samsung Galaxy A05S,64,4," 15,999",1,5000
"OPPO A53 -5.5'',16GB2GB,13MP5MP,4G",16,," 6,499",48,
itel S23 Plus,128,4," 22,999",0,5000
OPPO Reno11 Pro,,12," 79,999",1,4600
OPPO A59s 32GB4GB,32,," 8,099",59,3075
Xiaomi 5 3GB,128,3," 6,999",0,3000
TECNO SPARK 20,256,8," 19,499",0,5000
XIAOMI Redmi Note,32,," 15,999",2,4000
OPPO F7/A3 Rom,128,," 15,778",2,3400
oppo r11s 64GB,64,4," 8,900",4,
Itel P55 128GB,128,12," 12,999",0,5000
Vivo Y18 -6.56'',128,6," 16,999",1,5000
iPhone 6s 2GB16GB,,2," 14,623",1,
REALME 10 256,256,8," 34,499",0,5000
Samsung Galaxy S7,,4," 7,899",0,
Oppo A3x 6.67-inch',128,4," 18,599",0,5100
Sony Xperia XZ,64,4," 11,999",3,3230
Samsung Galaxy A55,256,," 52,999",0,5000
TECNO POP 8,128,4," 12,399",1,5000
KGTEL YOLO 3,32,2," 6,999",2,5000
OALE PP3 16Gb,,," 5,999",39,3050
OPPO A5S 64GB4GB,64,," 18,698",0,4230
Samsung Galaxy A04e,32,3," 11,399",0,5000
oppo Reno 2,,8," 12,500",13,
"Realme C30S 6.5'',IPS",,," 11,999",1,5000
OPPO A79 64GB4GB,64,," 15,323",2,3000
Tecno Spark 10C,128,8," 16,788",0,5000
XIAOMI Redmi A3,128,4," 11,450",0,5000
Realme C51 128GB8GB,128,," 16,399",1,5000
Samsung Galaxy A55,128,," 51,999",0,5000
iphone 6 -16GB-8,16,," 7,399",21,
Infinix Note 30,256,," 29,488",0,
Sony Xperia Z5,32,3," 8,999",20,2900
Samsung Galaxy S7,,4," 10,999",19,
Infinix Hot 30i,128,8," 16,299",0,5000
apple iphone 5s,32,," 9,999",60,1560
"OPPO A5 -6.2'',64GB4GB,13MP2MP,4G",64,," 9,299",46,
iphone Xs 64G/256G/512G4G,,," 35,748",0,
iphone Xs 64G/256G/512G4G,,," 32,899",0,
Xiaomi note2 128GB6GB,128,," 9,999",0,4000
Realme C53 6.74inches,128,6," 20,350",0,5000
Infinix Note 40,256,," 37,988",0,5000
Huawei Y6 Prime,32,," 13,996",0,3000
Vivo V40 -,256,," 64,999",0,5500
OPPO R15 6128GB,,," 12,999",2,3450
huawei nova 5,,," 18,999",0,
Infinix Hot 30i,128,8," 16,199",1,5000
INFINIX 8 128GB,128,8," 12,799",0,5000
TECNO SPARK 10,256,8," 22,999",0,5000
Samsung Galaxy A05,64,," 13,199",1,5000
Sony Xperia XZ2,64,4," 12,999",7,3180
TECNO SPARK 20,128,4," 23,889",0,5000
Oppo A83 4G,,," 8,199",36,
Samsung Galaxy A05S,128,4," 16,999",0,5000
Samsung Galaxy A05S,64,4," 14,999",1,5000
Pocket Mini 18GB,,," 14,780",1,
oppo r11s 64GB,64,4," 9,856",8,
OPPO A59s 32GB4GB,32,," 5,400",17,
Samsung Galaxy Note,32,," 8,799",1,
oppo A83 64GB,64,4," 7,402",0,
HuaWei Mate 20X,128,6," 28,000",0,
TECNO SPARK 20C,256,12," 15,988",4,5000
TECNO POP 8,128,4," 12,399",0,5000
Xiaomi Redmi 12,256,8," 21,999",0,5000
XIAOMI Redmi 14C,256,8," 16,399",0,5160
LeTV LeEco Le,32,," 16,999",15,3000
Huawei Mate8 smartphone,,," 6,777",0,4000
Samsung Galaxy A24,128,4," 28,999",0,5000
Samsung Galaxy Note,,6," 13,999",4,
Xiaomi Redmi 12,128,4," 18,999",0,5000
OPPO Reno 8,256,," 30,999",0,4500
OPPO A5 64GB4GB,64,," 14,781",0,4230
