microwaves_name,microwaves_reviews,microwaves_price
OFFER Nunix 20L Microwave Oven,(0),"KSh 10,999"
OFFER Nunix Microwave Oven 20L WITH GRILL,(0),"KSh 10,499"
"OFFER Roch 20L Microwave Oven, 700W - Black",(0),"KSh 10,199"
OFFER Nunix Microwave Oven 20L WITH GRILL,(0),"KSh 10,999"
OFFER Roch 20ltrs Digital Microwave,(0),"KSh 11,999"
OFFER Nunix 20L Microwave Oven,(0),"KSh 11,299"
OFFER Nunix 20L Microwave Oven,(0),"KSh 9,999"
OFFER Nunix Microwave Oven 20L,(0),"KSh 10,599"
OFFER ROCH 20L Microwave Oven,(0),"KSh 10,999"
"ON OFFER 25L  Rebune Microwave Easy Digital Control 25 Liters,2 Years Warranty",(0),"KSh 11,999"
OFFER Nunix 20L Microwave Oven,(0),"KSh 8,999"
OFFER Nunix 20L Microwave Oven,(0),"KSh 10,999"
Quality Affordable Roch Manual Microwave Oven 20L,(0),"KSh 9,699"
Synix 20L Manual microwave,(0),"KSh 10,399"
Nunix Digital microwave 20L,(0),"KSh 12,529"
Roch Digital microwaves Oven 20L,(0),"KSh 10,595"
Roch 20 Liters Digital Microwave,(0),"KSh 10,995"
Nunix Microwave Oven 20L C20MXX1,(0),"KSh 9,899"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 16,999"
20ltrs Nunix cm20mx microwave,(0),"KSh 9,899"
20ltrs Microwave Nunix C20Gp digital _grill,(0),"KSh 10,999"
20 liters premier microwave with Grill,(0),"KSh 11,999"
20ltrs Nunnix cm20mx microwave,(0),"KSh 11,599"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Premier 20L Microwave Oven 20L Microwave Oven,(0),"KSh 23,000"
Best Roch 20ltrs Digital Microwave Ovens,(0),"KSh 11,099"
20 liters premier microwave with Grill,(0),"KSh 11,999"
20ltrs Nunix cm20mx microwave,(0),"KSh 9,899"
Best Roch 20ltrs Digital Microwave Ovens,(0),"KSh 11,099"
20L Nunix microwave,(0),"KSh 10,649"
Nunix 20L Digital Microwave Oven With Grill C20PG,(0),"KSh 11,192"
"Mika manual Microwave White painted cavity
6 microwave power levels
35mins cooking timer
Defrost function
Door safety lock
Cooking end signal",(0),"KSh 10,125"
Roch 20ltrs Digital Microwave kitchen appliances 35 minutes timer- This means the maximum time to set is 35 minutes. Glass door- its mainly used for viewing the food inside the microwave if its ready,(0),"KSh 22,500"
kitchen Rebune Digital Microwave,(0),"KSh 14,999"
"Roch Manual Microwave Oven 700W, 20L Turntable glass tray 245mm
Cooking end signal
Defrost setting
Push button
Black housing and grey cavity
BS plug",(0),"KSh 9,720"
20 Ltrs Mika Microwave,(0),"KSh 10,900"
Roch digital microwave,(0),"KSh 11,999"
20LTRS Premier digital microwaves,(0),"KSh 11,999"
OFFER Nunix Microwave Oven 20L WITH GRILL,(0),"KSh 12,999"
Synix 20l microwave oven,(0),"KSh 13,500"
MIKA MMWMSKH2014B Microwave Oven 20L Manual Solo - Black,(0),"KSh 12,500"
OFFER Nunix 20L Digital Electric Microwave Oven WITH GRILL,(0),"KSh 11,099"
Hisense 20L Microwave H20MOWS10,(0),"KSh 10,500"
Synix Syinix 20l microwave oven,(0),"KSh 10,600"
Ramtons Kitchen Digital Microwave,(0),"KSh 15,999"
Nunix C20PG1 20ltrs Digital Microwave Oven with No Grill,(0),"KSh 9,299"
Nunix 20L Manual Setting Microwave OvenQuickly and easily prepare snacks or meals with the Nunix C20MX Countertop Microwave,(0),"KSh 9,450"
NEW PRODUCT IN TOWN ;;VON HMG-202DB/VAMG-20DGB - Grill Microwave - 20L - Black & Red. Digital control panel Adjustable power levels 7 auto cook menu’s Jet defrost Variable power,(0),"KSh 15,600"
QUALITY VON 20L DIGITAL MICROWAVE,(0),"KSh 14,399"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
"Quality VON VAMS-20MGX Microwave Oven, Solo, 20L, Mechanical Black 20l 700Watts",(0),"KSh 22,999"
Quality Hisense 20L Microwave Oven 20L Microwave Oven,(0),"KSh 23,999"
BEKO DIGITAL MICROWAVE BMO390 UK 800W SILVER 30L (1 YEAR WARRANTY),(0),"KSh 18,995"
"ROCH DIGITAL MICROWAVE35 minutes timer- This means the maximum time to set is 35 minutes.
Glass door- its mainly used for viewing the food inside the microwave if its ready
Defrost setting
Cook end si",(0),"KSh 9,720"
Nunix 20L Digital Electric Microwave Oven WITH GRILL,(0),"KSh 11,449"
Digital microwave with grill Warms and grills food fast. Strong durable material,(0),"KSh 11,205"
Roch Digital Microwave 20ltrs11 Microwave power levels Defrost function Cooking End Signal 650-700W microwave power 99minutes and 99 seconds timer,(0),"KSh 10,588"
CLEARANCE OFFER Roch 20 Liters Digital Microwave,(0),"KSh 9,399"
CLEARANCE OFFER Roch 20 Liters Digital Microwave,(0),"KSh 8,999"
Nunix 20L Microwave Oven,(0),"KSh 9,000"
Manual microwave The microwave has a large turntable did Enables you to load bigger food containers or more food.,(0),"KSh 9,450"
Syinix 20l microwave oven Easy-clean interior cavity Multi-function design Highly efficient magnetron safe,(0),"KSh 10,585"
"Nunix C20MX, 20L Manual Setting Microwave",(0),"KSh 8,740"
Nunix 20L Microwave Oven Grill,(0),"KSh 10,999"
Quality Von VAMS-20DGS Microwave Oven Solo. 20L - Silver,(0),"KSh 13,849"
Microwave oven,(0),"KSh 8,399"
Affordable Hisense H30MOMS9H Microwave 30litres Digital,(0),"KSh 24,299"
"SHARE THIS PRODUCT


Roch Digital Microwave 20ltrs",(0),"KSh 11,450"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons Digital Microwave White,(0),"KSh 14,839"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 17,150"
Original Ramtons Digital Microwave,(0),"KSh 14,839"
20ltrs icona microwave (digital),(0),"KSh 16,000"
20ltrs icona microwave (digital,(0),"KSh 16,000"
Hisense H25MOBS7H 25L Microwave Oven,(0),"KSh 16,000"
Nunix 20L Electric Microwave Oven WITH GRILL,(0),"KSh 12,609"
"Nunix 20L Microwave Oven offers 800 watts of power, 10 power levels and 6 1-touch cooking menus to help you prepare a wide range of foods efficiently Kitchen & Dining room appliances",(0),"KSh 11,155"
Icona 20ltrs Analog Microwave with 5 Power Level,(0),"KSh 9,399"
Nunix 20L Microwave Digital,(0),"KSh 10,999"
NUNIX 20ltrs 800W Microwave  Oven Digital with Grill,(0),"KSh 10,999"
NUNIX Microwave  Oven Digital with Grill,(0),"KSh 10,999"
nunix manual microwave 20litres c20pgQuickly and easily prepare snacks or meals with the Nunix C20PG Countertop Microwave This microwave offers 800 watts of power,(0),"KSh 11,880"
nunix manual microwave 20litres c20pg1Nunix Digital Microwave Oven 20L With GRILL.Quickly and easily prepare snacks or meals with the Nunix C20PG1 Countertop Microwave This microwave offers 800 watts,(0),"KSh 11,070"
Roch Digital Microwave This is a turntable where you place your food to rotate it and ensure the food is heated evenly.,(0),"KSh 9,500"
Quality Nunix 20L Microwave Digital Black 20 L,(0),"KSh 20,999"
Quality Affordable Nunix 20L Digital Electric Microwave Oven,(0),"KSh 24,999"
Ramtons 20Litres Digital Microwave RM 458 (Silver Glass),(0),"KSh 16,999"
Official Store Ramtons RM/310- Microwave+Grill 20Litres  kitchen appliances 11 microwave power levels 99min digital timer Express cooking Cooking end signal 6 auto menus Glass turntable Pull handle,(0),"KSh 30,599"
Nunix 20L Microwave Digital,(0),"KSh 10,999"
Ramtons RM/328 - 20L Manual Microwave White 20l 700w,(0),"KSh 12,500"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 16,989"
Original Ramtons kitchen Digital Microwave,(0),"KSh 16,989"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 16,989"
20 ltrs 700W Ramtons Digital electric Microwave White,(0),"KSh 13,774"
(Crazy Deal) New 2023 Sterling Microwave Oven 20L Food Warming Microwaves SMW-M20,(0),"KSh 10,864"
Premier Digital Microwave,(0),"KSh 12,000"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 16,989"
20 Litres Hisense digital microwave with grill,(0),"KSh 13,386"
Original Ramtons kitchen Digital Microwave,(0),"KSh 16,989"
(Crazy Deal) New 2023 Sterling Microwave Oven 20L Food Warming Microwaves SMW-M20,(0),"KSh 10,864"
20 litres Digital electric microwave with grill,(0),"KSh 12,445"
20 ltrs 700W Ramtons Digital electric Microwave White,(0),"KSh 13,774"
Binatone 20 Liters Analogue Microwave,(0),"KSh 9,700"
20 Litres Unix kitchen Microwave,(0),"KSh 11,640"
Original Ramtons kitchen Digital Microwave White 20Ltrs,(0),"KSh 16,989"
Premier 20L Digital Multi Purpose Microwave Oven With Grill Black 20L,(0),"KSh 9,500"
20 litres Analog Roch kitchen microwave oven,(0),"KSh 9,628"
20 litres Analog Roch kitchen microwave oven,(0),"KSh 9,538"
Affordable RAMTONS 20 LITERS DIGITAL *MICROWAVE WHITE- RM/319,(0),"KSh 13,299"
New Arrival Ramtons RM/458 20L Digital Microwave,(0),"KSh 13,749"
HISENSE DIGITAL 23L MICROWAVE,(0),"KSh 14,499"
New Arrival Ramtons RM/589 23L Microwave+ Grill,(0),"KSh 17,699"
BEKO MICROWAVE BMO383 UK 20L SILVER 6 POWER LEVELS DIGITAL DISPLAY 700W MIRROR GLASS DOOR DIGITAL DISPLAY 1 YEAR WARRANTY,(0),"KSh 14,995"
"Ramtons kitchen Digital microwave ...capacity 20 litres....99 minutes digital timer defrost by weight /time,speedy cooking,cooking end signal,6 Auto menus,Glass turnable and 1 Year warranty....",(0),"KSh 15,999"
Premier Multi Purpose Microwave Oven 20 Litres,(0),"KSh 13,340"
"Premier microwave 20ltrs has a Manual control Grill function , Combination cooking Defrost setting, Cooking end signal Button and touch door Glass turntable",(0),"KSh 11,388"
Roch 20ltrs Digital Microwave,(0),"KSh 10,900"
Nunix Microwave Oven 20L,(0),"KSh 11,700"
Quality 20LTR Premier microwaves,(0),"KSh 12,299"
Roch 20ltrs Digital Microwave20 Liters capacity 11 Microwave power levels Defrost function Cooking End Signal 650-700W microwave power 99minutes and 99 seconds timer,(0),"KSh 13,600"
Mika kitchen  Microwave,(0),"KSh 11,845"
Syinix Microwave Oven Digital  MW1020-04D,(0),"KSh 13,999"
Digital microwave 20litres digital ROCH microwave,(0),"KSh 12,499"
Quality Ramtons RM/238-20L Digital Microwave,(0),"KSh 14,620"
Black and silver hisense Digital Microwave The Hisense 20L Digital Microwave is a powerful and versatile microwave oven that is perfect for any kitchen. With 11 power levels and a microwave output pow,(0),"KSh 12,150"
SHARE THIS PRODUCT   Roch 20ltrs Digital Microwave kitchen accessory Defrost setting Cook end signal- This is a signal to let you know that the food is ready or the time you had set is over Rotary,(0),"KSh 21,899"
"Ramtons kitchen Digital microwave ...capacity 20 litres....99 minutes digital timer defrost by weight /time,speedy cooking,cooking end signal,6 Auto menus,Glass turnable and 1 Year warranty.",(0),"KSh 15,999"
Premier 20L Digital Multi Purpose Microwave Oven With Grill,(0),"KSh 12,666"
Nunix 20L Digital Microwave Oven With Grill C20PG White,(0),"KSh 12,499"
"Ramtons kitchen Digital microwave ...capacity 20 litres....99 minutes digital timer defrost by weight /time,speedy cooking,cooking end signal,6 Auto menus,Glass turnable and 1 Year warranty...",(0),"KSh 15,999"
"Ramtons kitchen Digital microwave ...capacity 20 litres....99 minutes digital timer defrost by weight /time,speedy cooking,cooking end signal,6 Auto menus,Glass turnable and 1 Year warranty...",(0),"KSh 15,999"
Nunix manual microwave 20 litres microwave,(0),"KSh 11,999"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
Syinix Microwave  Manual Oven 20L MW720-03M,(0),"KSh 11,999"
AILYONS 20 Litres Microwave Oven With Grill And Defrost Function,(0),"KSh 9,000"
Hisense H20MOBS11 - 20L Digital Microwave Oven - Black,(0),"KSh 11,200"
Nunix Digital Microwave Oven 20L WITH GRILL,(0),"KSh 13,900"
"AILYONS Microwave Easy Digital Control 20 Liters, Grill Function",(0),"KSh 9,899"
"AILYONS Microwave Easy Digital Control 20 Liters, Grill Function",(0),"KSh 9,399"
"Nunix 20L Digital Microwave Oven with Grill - 800 Watts, 20 Litres, Digital Control, Grill",(0),"KSh 10,550"
Von VAMS-20DGX Microwave Oven Solo - 20l.,(0),"KSh 14,399"
MICROWAVE 20L WITH KNOB/ANALOG,(0),"KSh 10,999"
Icona London 20L Manual Setting Microwave Oven,(0),"KSh 14,000"
20 litre RAMTONS MICROWAVE+GRILL RM/210,(0),"KSh 18,540"
20 liters Analog Roch kitchen microwave oven,(0),"KSh 9,165"
20ltrs Nunix analog control kitchen microwave,(0),"KSh 10,347"
20ltrs Nunnix analog control kitchen microwave,(0),"KSh 10,377"
20ltrs Nunix analog control kitchen microwave,(0),"KSh 10,179"
AILYONS D70H20P-SC 20L Electric MICROWAVE OVEN & GRILL Microwave ovens White 5-speed adjustment 20L 1200w free hand mixer,(0),"KSh 9,899"
Mika Microwave Voltage: AC 230-240V/50Hz. Manual Control. 5 Power Level. Defrost Function. 35 Minutes Timer. Durable Glass Door With Handle.,(0),"KSh 11,843"
20 litres Analog Roch kitchen microwave oven,(0),"KSh 9,628"
RAMTONS MICROWAVE+GRILL 20L(RM/240,(0),"KSh 15,849"
Quality Ramtons MANUAL Microwave Oven 20LTR (RM/459,(0),"KSh 13,749"
Roch 20Ltrs Digital Microwave Oven High Quality Microwaves With Warranty RMW-20PX7P-B Black 20Ltrs,(0),"KSh 10,000"
20 litres Roch electric  microwave digital with grill  black,(0),"KSh 10,999"
Roch 20ltrs Digital Microwave,(0),"KSh 12,999"
20 litres Roch electric  microwave digital with grill  black,(0),"KSh 10,560"
20 litres Roch electric  microwave digital with grill  black,(0),"KSh 10,999"
"Mika manual Microwave MIKA Manual Microwave Oven, Solo - 20L - Black",(0),"KSh 10,125"
20 Litres Icona electric manual microwave,(0),"KSh 11,200"
20 Litres Electric microwave oven,(0),"KSh 13,990"
Roch RMW20PX7HB 20 litres DIGITAL MICROWAVE oven,(0),"KSh 9,670"
HISENSE DIGITAL 23 LITRES MICROWAVE,(0),"KSh 14,999"
NUNIX DIGITAL MICROWAVE 20 LITERS 800W White M,(0),"KSh 9,995"
Binatone microwave binatone 20litres microwave oven,(0),"KSh 10,999"
Nunix microwave 20L microwave appliance with grill,(0),"KSh 12,500"
Nunix microwave 20L microwave appliance without grill,(0),"KSh 12,000"
Rebune Digital Microwave  25 Litres,(0),"KSh 15,450"
Nunix 20L Microwave Oven With Grill,(0),"KSh 11,500"
Nunix 20L Microwave Oven,(0),"KSh 13,599"
"Midea  Microwave Oven Manual 20L , 700W - Black  MMO-MM7P012MZE(BK)",(0),"KSh 12,999"
OFFER Roch Digital Microwave 20ltrs,(0),"KSh 11,999"
OFFER Roch Digital Microwave 20ltrs,(0),"KSh 10,999"
OFFER Premier 20L Microwave Ovens,(0),"KSh 11,999"
OFFER Premier 20L Microwave Ovens,(0),"KSh 10,999"
20 Litres Multipurpose Premier microwave,(0),"KSh 10,999"
23Ltrs Digital Control Microwave with Grill Function Express Cooking Defrost Setting,(0),"KSh 11,599"
20Ltrs Digital Control Microwave P70H20EL-A5H 6 Microwave Power Levels,(0),"KSh 8,999"
20 litres Analog Roch kitchen microwave oven,(0),"KSh 9,628"
Quality Nunix Microwave Oven 20L WITH GRILL,(0),"KSh 12,578"
Quality 20L Nunix microwave,(0),"KSh 10,805"
microwave20 Litres manual Electric Nunix Microwave Oven WITH GRIL,(0),"KSh 10,750"
"20 litre RAMTONS DIGITAL MICROWAVE RM/320 (LED display ,touchpad,Clock display function,Child lock)",(0),"KSh 15,450"
Mika kitchen  Microwave,(0),"KSh 12,305"
Premier 20L Digital Multi Purpose Microwave Oven With Grill Black 20L White 20 L,(0),"KSh 13,599"
"AILYONS  20L, Digital Control, Microwave",(0),"KSh 8,999"
"Mika manual Microwave Output: 700W.
Capacity: 20 Litres.
Color: Black.
Voltage: AC 230-240V/50Hz.",(0),"KSh 10,125"
"700w 20L Microwave Oven,Manual",(0),"KSh 9,100"
Microwave Oven 20L Nunix E20-R Microwave Oven Black 20L,(0),"KSh 7,199"
MIKA MICROWAVE OVEN GRILL 20LTR With 1000W Grill Silver,(0),"KSh 14,445"
Mika Microwave,(0),"KSh 11,843"
Original Ramtons Digital Microwave White 20Ltrs,(0),"KSh 14,839"
"Roch Manual Microwave Oven 700W, 20L",(0),"KSh 13,456"
Mika Digital Microwave with Grill,(0),"KSh 18,000"
Mika manual Microwave Minutes Timer. Durable Glass Door With Handle.,(0),"KSh 10,125"
Von Analog Microwave 20Litres,(0),"KSh 14,083"
Roch 20L Digital Microwave,(0),"KSh 12,000"
Syinix 20l microwave oven,(0),"KSh 10,585"
Synix 20L Microwave with grill,(0),"KSh 17,000"
Microwave digital nunix,(0),"KSh 16,999"
Black and silver hisense Digital Microwave  Oven,(0),"KSh 13,050"
Mika Microwave,(0),"KSh 11,843"
Mika Microwave,(0),"KSh 11,843"
SPECIAL OFFERS;Synix Syinix 20l microwave oven,(0),"KSh 9,500"
High Quality 20ltrs Nunix Digital Microwave with Grill,(0),"KSh 11,899"
OFFER OFFER BEST OF ALL VON HMG-202DB/VAMG-20DGB - Grill Microwave - 20L - Black & Red. Digital control panel Adjustable power levels 7 auto cook menu’s Jet defrost Variable power,(0),"KSh 15,800"
Quality 20 ltrs Nunix Black microwave Without Grill,(0),"KSh 11,499"
Digital microwaveThe microwave has a large turntable did Enables you to load bigger food containers or more food.,(0),"KSh 10,800"
Syinix Electric Microwave Oven 20L,(0),"KSh 10,990"
Mika Microwave,(0),"KSh 11,845"
Roch 20 litres Digital Microwave,(0),"KSh 8,999"
Syinix 20l microwave oven,(0),"KSh 9,855"
Roch 20Ltrs Microwave,(0),"KSh 12,300"
Hisense 20L Microwave,(0),"KSh 10,999"
Roch 20 litres digital microwave,(0),"KSh 9,855"
20 ltrs Nunix Black microwave Without Grill,(0),"KSh 11,499"
20 ltrs Nunix Black microwave Without Grill,(0),"KSh 11,499"
20ltrs Nunix Digital Microwave with Grill,(0),"KSh 11,899"
20ltrs Nunix Digital Microwave with Grill,(0),"KSh 11,899"
Ramtons 20L Digital Microwave,(0),"KSh 12,750"
Ramtons 20Litres Digital Microwave RM 458 (Silver Glass),(0),"KSh 15,000"
Classy 20 ltrs Nunix Manual Microwave,(0),"KSh 10,499"
Nunix Digital microwave with Grill 20litres,(0),"KSh 12,997"
Haier Digital Microwave Oven 20L,(0),"KSh 13,990"
Roch Digital Microwave 20 Litres,(0),"KSh 9,250"
Mika Digital Microwave with Grill,(0),"KSh 13,999"
Synix Manual Microwave 20L,(0),"KSh 9,990"
Nunix Digital microwave Without Grill,(0),"KSh 12,497"
20 ltrs Nunix Manual Microwave,(0),"KSh 10,499"
Roch 20Ltrs Microwave,(0),"KSh 12,300"
20 ltrs Nunix Manual Microwave,(0),"KSh 10,499"
Classy Roch microwave manual 20 lrts,(0),"KSh 10,999"
Roch microwave manual 20 lrts,(0),"KSh 10,999"
20L Nunix Microwave,(0),"KSh 9,199"
Microwave Digital Nunix Black,(0),"KSh 10,299"
Nunix manual microwave 20litres,(0),"KSh 10,497"
Roch microwave manual 20 lrts,(0),"KSh 10,999"
Roch microwave manual 20 lrts,(0),"KSh 10,999"
20L Nunix microwave,(0),"KSh 14,999"
Hisense microwave,(0),"KSh 17,999"
"NUNIX 3 IN 1 BREAKFAST MAKER; TOASTER,OVEN, COFFEE MAKER - This versatile breakfast station covers your entire morning breakfast, allowing you to make your Coffee, toast and eggs all at once",(1),"KSh 5,740"
"Nunix Electric oven/40L Electric Oven With Rotisserie - 6 Oven Power Level, 3 cake mold .",(0),"KSh 8,910"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(1),"KSh 5,749"
Nunix 4 Knob Settings 40L Electric Rotisserie Oven,(0),"KSh 8,910"
affordable black Oven 20L,(0),"KSh 7,089"
"NUNIX 3 IN 1 BREAKFAST MAKER WITH TOASTER,OVEN, COFFEE MAKER ( NUNIX BE-12 )",(1),"KSh 5,880"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 8,100"
Lyons RO-2001 Electric Oven Rotisserie With Grill/Baking Tray & Wire Rack - 20L - Black (1YR WRTY),(0),"KSh 7,500"
"75 L REBUNE ELECTRIC DOUBLE DOOR COMMERCIAL OVEN - With convection & rotisserie &inner lamp,60 minutes timer with bell ring,Adjustable thermostat,0-250 degree temperature control,4 stages heating.",(0),"KSh 23,220"
"Rebune (RE-10-031)  75 L Commercial Double Door Oven - With convection & rotisserie &inner lamp , 60 minutes timer with bell ring , 4 stages switch heating selector.",(0),"KSh 23,220"
"Rebune (RE-10-030) 45 Litres Electric French Style Rotiserie Oven -   60 minutes timer with bell ring , 100-250 degree adjustable , Stainless steel heating elements .",(0),"KSh 16,470"
"45 L REBUNE COMMERCIAL DOUBLE DOOR OVEN - 60-minute timer with bell ring, 100-250 degree adjustable, Stainless steel heating elements, Off/upper heating/Lower/upper heating with roast .",(0),"KSh 16,470"
"TLAC 100L Electric Oven Conventional 2800W 4 Stage Switch - 3 knobs (Temperature, heating, timer), Adjustable thermostats from 100*c -- 250*C, 60 mins timer with bell ring, Cooking end signal .",(0),"KSh 23,355"
"NUNIX 3 IN 1 BREAKFAST MAKER; TOASTER,OVEN, COFFEE MAKER",(0),"KSh 5,880"
"VOLSMART  20L Modern Electric Oven With Rotisserie (VL-OV0200) - Electric Rotisserie Oven Input Power; 1500W, Voltage 220V/50Hz, Operating Frequency; 2450MHz .",(0),"KSh 6,160"
TLAC 100L Electric Oven Conventional - 2800W 4 Stage Switch,(0),"KSh 23,625"
Nunix 4 Knob Settings 40L Electric Rotisserie Oven,(0),"KSh 8,280"
"75 Litres Rebune RE-10-031  Commercial Double Door Oven - With convection & rotisserie &inner lamp,60 minutes timer with bell ring,Adjustable thermostat, 0-250 degree temperature control",(0),"KSh 23,220"
VOLSMART VL-OV0200 Rotisserie 1500W Electric Oven,(0),"KSh 6,075"
Nunix 4 Knob Settings 40L Electric Rotisserie Oven,(0),"KSh 8,910"
"CLEARANCE OFFER Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 25,999"
"VOLSMART Oven, 20L Modern Electric Oven With Rotisserie VL-OV0200",(0),"KSh 6,075"
Nunix (E20-R) Electric Oven With Grill-  20L,(0),"KSh 6,210"
"Nunix (E40-R) 40L Electric Oven With Rotisserie Function - Operating Frequency; 2450MHz, 6 OVEN Power Level, Capacity 40L, 3 cake mold",(0),"KSh 8,910"
VOLSMART 20L Modern Electric Oven With Rotisserie (VL- OV0200),(0),"KSh 6,075"
Nunix 4 Knob Electric oven/40L Electric Oven With Rotisserie.,(0),"KSh 8,910"
Nunix 40L Electric Rotisserie Oven - With 4 Knob Settings,(0),"KSh 8,910"
"Nunix 20L Electric Rotisserie Oven, 1280W",(0),"KSh 7,689"
Nunix 40L Electric Oven With Rotisserie,(0),"KSh 8,910"
Nunix 20L Electric Oven With Grill (3 Knobs),(0),"KSh 6,210"
20 litres volsmart electric oven,(0),"KSh 6,849"
Sokany 3 In 1 Breakfast Maker With Oven And Coffee Maker,(1),"KSh 5,392"
Oven 20L-Nunix Electric Rotisserie,(0),"KSh 6,300"
"Rebune (RE-10-030) 45 Liters Electric French Style Rotiserie Oven -  Capacity 45L, 60-minute timer with bell ring, 100-250 degree adjustable, Stainless steel heating elements",(0),"KSh 16,470"
20 L VOLSMART  Modern Electric Oven With Rotisserie (VL-OV0200),(0),"KSh 6,075"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 5,779"
"CLEARANCE OFFER Sayona 3 Gas+1Hot Plate , 50 By 55 Gas Cooker With Electric Oven",(0),"KSh 23,999"
"CLEARANCE OFFER Sayona 3 Gas+1Hot Plate , 50 By 55 Gas Cooker With Electric Oven",(0),"KSh 23,999"
Nunix 60L Electric Rotisserie Oven,(0),"KSh 19,599"
"Sokany 3 In 1 Breakfast Maker Toaster with Frying Pan, Portable Oven Breakfast Maker with Coffee Machine, Non Stick Die Cast Grill/Griddle for Bread Egg Sandwich Bacon Sausages",(0),"KSh 6,189"
"CLEARANCE OFFER Nunix 50 * 60cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 25,999"
3 in 1 coffee maker electric oven home breakfast maker machine toaster grill pan bread toaster,(0),"KSh 6,899"
CLEARANCE OFFER Multi-Functional Halogen Oven Cooker/Healthy Air Fryer 13liters,(0),"KSh 6,499"
20L Electric Rotisserie Oven For Baking And Grilling,(1),"KSh 58,909"
20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 6,300"
Nunix E20-R 20ltrs  Rotisserie  Electric Oven,(0),"KSh 5,699"
"CLEARANCE OFFER Sayona,3 Gas+1Hot Plate , 50 By 55 Gas Cooker With Gas Oven",(0),"KSh 22,999"
"CLEARANCE OFFER Sayona SGC 50E31-BL,3 Gas+1Hot Plate , 50 By 55 Gas Cooker With Electric Oven",(0),"KSh 23,999"
Signature 45 Ltr Double Doors Electric Oven,(0),"KSh 13,915"
"CLEARANCE OFFER Nunix 3 Gas Burners,1 Electric Plate, Eletric Oven 60x60",(0),"KSh 28,999"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 5,778"
Nunix 20L Electric Rotisserie Oven,(0),"KSh 5,999"
REBUNE OVEN 45L RE-10-024,(0),"KSh 11,029"
"CLEARANCE OFFER Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 25,999"
"CLEARANCE OFFER Nunix 3 Gas Burners,1 Electric Plate, Eletric Oven 50*55*84cm",(0),"KSh 24,999"
"CLEARANCE OFFER Nunix 50 * 55cm Cookers 3 Gas, 1 Hotplate Electric Oven 3 Gas, Electric Oven",(0),"KSh 25,999"
CLEARANCE OFFER Nunix 60 by 60 3+1 Freestanding Cooker With Electric Oven,(0),"KSh 27,999"
classy  affordable digital with grill,(0),"KSh 12,959"
"Nunix 20L Electric Rotisserie Oven, 1280W",(0),"KSh 7,599"
"CLEARANCE OFFER Nunix 3 Gas Burners,1 Electric Plate, Eletric Oven 60x60",(0),"KSh 28,999"
classy classical digital no grill,(0),"KSh 12,029"
Nunix 4 Knob Settings 40L Electric Rotisserie Oven,(0),"KSh 8,910"
affordable Nunix oven 40L,(0),"KSh 9,959"
3Pcs Round Bakeware Set With Removable Bottom,(0),"KSh 1,399"
Solastar micro oven MWO23 MA 8DGSLBSS  23LTRS and 48.5*38.3*29.3 cm  GRILL OVEN,(0),"KSh 17,299"
Nunix 20L Electric Rotisserie Oven,(0),"KSh 8,899"
Nunix 20L Electric Oven With Grill 3 Knobs,(0),"KSh 6,345"
Nunix 20L Electric Rotisserie Oven For Baking And Grilling,(0),"KSh 5,779"
LG MS2042DB 20L i-Wave (Black),(0),"KSh 20,495"
Premier PM 204 DIGITAL MOCROWAVE WITH GRILL,(0),"KSh 31,500"
Nunix 20L Electric Rotisserie Oven,(0),"KSh 6,960"
"3-in-1 3in1 Sokany Breakfast Maker Breakfast Station - Includes Coffee Maker, Non-Stick Griddle, and 4-Slice Toaster Oven - Versatile Breakfast Maker with Timer",(0),"KSh 8,400"
"Nunix 20L Electric Rotisserie Oven, 1280W",(0),"KSh 6,195"
Jiko koa high quality BIG size for Kitchen & business,(0),"KSh 5,799"
Nunix 20L Electric Rotisserie Oven - Black,(0),"KSh 5,900"
