cooktop_name,cooktop_reviews,cooktop_price
AILYONS counter top auto ignition two Burner Table Top Gas Cooker With STRONG Glass Top,(0),"KSh 3,299"
Veigapro Gas Cooker/Stove Table Top 2Burner + 6kg Regulator +pipe,(33),"KSh 2,599"
Nunix Glass Table Top Double Burner Gas Stove GC-004 Plus Free Gas Regulator,(0),"KSh 3,699"
Generic Single Coiled Burner - Electric Hot Plate cooker,(9),KSh 994
Nunix Nunix_Table Top 2Burner Auto ignition Gas Stove Cooker,(0),"KSh 2,500"
Electric Single Burner Hot Plate Portable Stove Range Heater Counter-top Cooking/ELECTRIC STOVE,(23),"KSh 2,099"
"🤪ELEVATE YOUR COOKING STYLE 🥑AILYONS 2 Burner Glass Top Gas Cooker & Infrared Double Burner-Black -recommended.Glass top surface
Saving 30% gas
Number of burners: 2
Burner for more durability
Auto i",(0),"KSh 3,599"
best quality original Gas Cooker/Stove Table Top 2Burner + 6kg Regulator +pipe,(12),"KSh 2,300"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(4),"KSh 2,596"
3 Gas + 1 Electric Hot Plate Table Top Gas Cooker 4 Burner Stove Auto Igination Stove,(0),"KSh 5,400"
EUROCHEF 3+1 TABLE TOP COOKER EURO CHEF STAINLESS STEAL TABLE TOP GAS COOKER IS AN AFFORDABLE HOME APPLIANCE THAT PROVIDES YOU WITH ADEQUATE COOKING SURFACE PROVIDED BY THE FOUR BURNERS THREE GAS AND,(0),"KSh 5,325"
ILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe and Regulator,(0),"KSh 3,399"
Killmall Christmas Offers Now Available Best Prices Only Dont Be Left AILYONS TWO BURNER GLASS TOP-AUTO IGNITION PLUS FREE REGULATOR PLUS AND A FREE GAS PIPE Now Available,(0),"KSh 3,164"
Rashnik single electric hot plate cooker. This Electric Cooker Hot Plate has a portable yet powerful design which makes it possible for you to cook food in quick time. It is also energy efficient,(0),"KSh 1,699"
"🔥🔥PRICE DROPPED 🔥🔥Ipcone Energy Efficient 2 Gas Burner,Gas Table Top Cooker.Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable‎,‎ quality‎,‎ energy‎-efficient home",(0),"KSh 1,995"
Ailyons 2 Burner Cooktop,(0),"KSh 2,499"
AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe And Regulator,(0),"KSh 3,399"
"Nunix (LT-04-02) Table Top Cooker 3 Gas + 1 Electric Burner Stove - Made of high grade material that offers superior durability, corrosion resistant.",(0),"KSh 6,020"
"😝🤑[SHOP AT DISCOUNTED PRICE WITH AN OFFER]🤩Eurochef Table Top Stainless Steel two Burner Gas Cooker Plus 6kg Regulator And 1meter Pipe.Auto ignition 
Stainless steel for easy cleaning
100% quality",(0),"KSh 2,632"
starlux Deluxe 4 Burner Gas Cooker Stove Table Top Manual ignition 4 gas burner full gas cooktop white color,(5),"KSh 4,200"
"(GOOD DEALS)Nunix 3 Burner Auto Ignition Table Top Cooker 6kg Regulator And Pipe.3-burner
✔️Strong stainless steel 
✔️Auto ignition system
✔️New stylish design 
✔️Temper glass surface
✔️Easy to clean",(0),"KSh 2,615"
[BRAND] Intex  agni ultra gas stove 3 Brass Burners and Ergonomic designed knob,(1),"KSh 3,449"
✨️BEST DEALS 👌 AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe. 2burner Strong stainless steel Auto ignition system New stylish design Temper glass surface Easy to,(0),"KSh 2,950"
EUROCHEF 3 Burner Auto Ignition Table Top Cooker Plus Free 6kg Regulator And Pipe,(0),"KSh 2,899"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(38),"KSh 2,799"
"Roch RGC-307TT, 3-Burner Automatic Gas Cooker",(0),"KSh 3,999"
DOUBLE Electric Cooker /Spiral Coil Hotplate  This Single Burner is Small and Compact Perfect for Travel. Can Be Used for Cooking Outdoors or in the Office. Can Be Used for Cooking Outdoors or in the,(0),"KSh 1,700"
"👏👏✅️Starlux 4 In 1 Table Top Gas Burner, Manual Ignition + free 13kg regulator + 1.5 m pipe + 2 hose clamps",(0),"KSh 4,500"
"Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator
Stainless steel body for durability & easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.",(5),"KSh 2,740"
🔅✨️🤪High-quality stainless steel with high corrosion resistance Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,740"
Modern Spiral Electric Hotplate -Cooker / Burner,(0),"KSh 1,535"
AILYONS Glass Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,(0),"KSh 3,150"
"Hot Plate Solid Double Electric Cooker – White, This double electric hotplate distributes  heat fully.",(0),"KSh 2,599"
Ramtoms Heavy stainless Steel Home/Kitchen Table top auto ignition Double burner for Gas Cooker,(0),"KSh 6,027"
Gas Burner  It has a stainless steel body which is easy to clean doesn't rust,(8),KSh 592
😝🤑[SHOP AT DISCOUNTED PRICE WITH AN OFFER]🤩Eurochef Table Top Stainless Steel two Burner Gas Cooker Plus 6kg Regulator And 1meter Pipe.Auto ignition Stainless steel for easy cleaning 100% quality,(0),"KSh 2,605"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,389"
SK-07001  Sokany single Hot plate electric stove 1500W sokany electric cooktop,(0),"KSh 2,900"
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,(6),"KSh 2,370"
Energy Saving Electric Induction Radiant Cooker-Double Plate,(0),"KSh 10,125"
EUROCHEF 3+1 TABLE TOP COOKER  EURO CHEF STAINLESS STEAL TABLE TOP GAS COOKER IS AN AFFORDABLE HOME APPLIANCE THAT PROVIDES YOU WITH ADEQUATE COOKING SURFACE PROVIDED BY THE FOUR BURNERS THREE GAS AND,(0),"KSh 5,465"
Nunix Table Top Stainless Steel 2 Burner Gas Cooker PLUS free regulator and pipe,(0),"KSh 2,699"
Nunix Glass Table Top Double Burner Gas  cooker Stove + Pipe & Regulator,(26),"KSh 5,638"
Nunix Two Burner Tabletop Gas Cooker Stainless Steel - Black,(0),"KSh 2,299"
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",(0),"KSh 2,590"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator,(23),"KSh 8,000"
Sayona Induction Cooker,(0),"KSh 4,999"
Nunix  Gas Stove Table Top Stainless Steel Double Burner-SS001 1 Year Warranty,(70),"KSh 2,899"
Nunix Infrared 3 Burner Glass Table Top Gas Stove Low Gas Consumption Cooker,(0),"KSh 4,699"
AILYONS burner AILYONS GS014-1/GS005A-1 Glass Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker 2300W Double Cooking Plate Stove Gas Ring Hot Plate Cooker,(0),"KSh 3,399"
"SHARE THIS PRODUCT


Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe",(0),"KSh 2,475"
Nunix SS Model Two Burners Table Top Gas Cooker Stainless Steel,(13),"KSh 2,399"
Ampia Gas Warmer-Chick Brooder Gas Warmer/Heater,(1),"KSh 6,499"
Modern Double Spiral Electric Hotplate -Cooker/burner,(2),"KSh 2,499"
"4 Gas high quality,‎ energy-efficient Volsmart full gas table top cooker",(0),"KSh 4,045"
kitchen Rashnik Glass Table Top Double Burner Gas Stove,(0),"KSh 3,333"
"Ohms S/S Gas Stove 2 Glasstop Burner Ogs-B2gb Ohms 2 burner OGS-B2GB is a counter top model with 2 burners. it has Black Toughened Glass top, strong Pan Supports, Stainless Steel Drip Trays and Matt",(0),"KSh 3,099"
Rashnik double electric hot plate cooker 200W,(1),"KSh 2,635"
Nunix Table Top Gas Cooker +FREE Pipe + 13kg Regulator + Tightener,(16),"KSh 2,899"
LT04-01 4 Burner Table Top Gas Cooker Stove Silver,(3),"KSh 4,195"
Nunix Two Burner Cooker + 6KG REGULATOR + GAS PIPE +CLIP,(20),"KSh 2,547"
Nunix 4 Gas Table Top COOKER BURNER Stove Portable +1PC FREE tightening gass cooker burner Auto ignition Easy to clean stainless steel Affordable 4 gas burner,(3),"KSh 4,899"
Nunix 2 Burner Stainless Steel Gass Cooker Ss-001,(0),"KSh 2,799"
AILYONS Stainless Steel Gas Stove With Two Burner-Auto Ignition,(0),"KSh 2,399"
DOUBLE BURNER. Nunix Table Top Double Burner Gas Stove Cooker + FREE Pipe & 6kg Regulator - recommended,(0),"KSh 2,888"
VELTON 2 Burner Gas Stove/ Gas Cooker,(24),"KSh 2,755"
COOKTOPS. ELECTRIC DOUBLE BURNER. Hot Plate Portable Stove Range Heater Counter-Top Cooking/Electric Stove SPIRAL BURNER COOKER/ DOUBLE - SPIRAL COIL BURNER,(0),"KSh 2,150"
1000W Electric Single HOTPLATE Burner Cooker,(0),"KSh 1,299"
Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,(0),"KSh 2,999"
icook Two Burner Gas Cooker Auto Ignition Glass Top Table Cooker Low Gas Consumption,(0),"KSh 3,299"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,699"
Jiko koa,(4),"KSh 4,159"
Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(18),"KSh 2,390"
CLEARANCE OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove / Cooker,(0),"KSh 3,799"
Original High Quality Eurochef Eurochef Single plate electric cooker Electric Cooker /Spiral Coil Hotplate,(1),"KSh 1,599"
Nunix Glass Table Top Double Burner Gas Stove + Pipe + 6kg Regulator + Tighten,(3),"KSh 3,398"
Sk-07047 Sokany Portable Induction Cooktop Countertop Burner with Multi-Function 2200W Electric Stove with glass ceramic and touch control,(0),"KSh 4,000"
Nunix 3 Gas Burners LTS-02  1 Electric Standing Gas Cooker With Storage Shelf  LTS-02,(0),"KSh 15,000"
Table Top Stainless Steel 2 Burner Gas A Reliable and Durable Home Gas Cooking Stove,(0),"KSh 2,334"
"Jx Hot Plate, 2000W Portable Electric Double Coil Burner with Dual Control & 5 Level Temperature Control, Easy to Clean, Lightweight Stainless Steel Countertop Stove for Kitchen Dorm Camping",(0),"KSh 1,795"
🤩🥰🎊GREAT DEAL📍🎇Sokany Original Double Auto Ignition Electrical Induction Cooker. Stainless Steel Auto Ignition with piezo Whirlwind burner for more durability and efficiency Exquisite finish Stai,(0),"KSh 5,499"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & Regulator Cooktops,(19),"KSh 2,799"
"AILYONS GS014-5, 2 Burner Glass Top Gas Cooker & Infrared Double Burner, (1YR WRTY)",(0),"KSh 2,999"
AILYONS Infrared 2 Burner Glass Top Gas Cooker - Infrared Double Burner + Free 6KG Regulator and Pipe,(0),"KSh 3,345"
Nunix Two Burner Gas Cooker +13kg Regulator + Gas Pipe,(0),"KSh 3,599"
Electric Cooker /double Spiral Coil Hotplate,(0),"KSh 1,750"
Nunix Auto Ignition Stainless Steel 2 Burner Gas Cooker  with gas regulator +elivery pipe.,(0),"KSh 2,799"
Improved Clean Jiko Jikokoa Stove,(14),"KSh 4,326"
AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe and Regulator,(0),"KSh 3,499"
Nunix Table Top Double Burner Gas Stove Cooker + FREE Pipe & 6kg Regulator - recommended,(0),"KSh 2,599"
"🔥♨️HOT DEALS🎇Amaze Stainless Steel 2 Burner Table Top Gas Stove.2 gas burner copper colored
Stainless steel  surface Auto Ignition Safe reliable and easy to install/maintain and clean Body Stainless",(0),"KSh 6,490"
[BEST PRICE AND SAVE MORE]🤑🤗Nunix Stainless Steel Double Burners +Free 1 metre pipe + 13kg Regulator/ Tightener -Black.Stainless steel body for durability & easy cleaning. Efficient burner for econo,(0),"KSh 3,238"
[BEST PRICE AND SAVE MORE]🤑🤗Nunix Stainless Steel Double Burners +Free 1 metre pipe + 13kg Regulator/ Tightener -Black.Stainless steel body for durability & easy cleaning. Efficient burner for econo,(0),"KSh 3,238"
♨️‼️GREAT DEAL✨💯Nunix 2 Burner Infra-red Glass Tampered Table Top BurnerGlass top double swirl burner saving 20% gas  Auto ignition system  durable stainless steel body Brass fire cover against high,(0),"KSh 3,680"
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven Cooker,(0),"KSh 50,000"
"Price drop‼️‼️ July offers ‼️‼️

Rashnik 2 burner 
#Tuangukenarashnik2burner😀BURNER GAS STOVE: Powerful and heats up food quickly and evenly. This camping burner features a control knob to convenient",(0),"KSh 2,525"
Nunix 2 Gas Cooker Double Burner Gas stove gas cooker /stove gas cooker cooking gas cooker burner gas cooker stainless Black,(0),"KSh 2,199"
Modern Double Spiral Coil Electric Hotplate -Cooker,(0),"KSh 1,799"
Nunix Two Burner Tabletop Gas Cooker Stainless Steel +6Kg Regulator + 2M Gas Pipe + Tightener SC001,(14),"KSh 2,849"
Premier 4 burner full gas table top gas cooker with Auto ignition durable and reliable 4 gas burner,(0),"KSh 7,500"
"AILYONS Stainless Steel Table Top Double Burner Gas Cooker, Energy Efficient",(0),"KSh 2,399"
Table Top 3 Gas Cooker Stainless Gas Three Burner,(0),"KSh 3,399"
Nunix Tampered Glass Table Top Cooker + free Hose Pipe &amp; 6 KGs Regulator,(27),"KSh 3,900"
"Nunix SS Model Two Burners Table Top Gas Cooker Stainless Steel + FREE 6kg Regulator,1.5M Pipe,TIghtener SS001",(0),"KSh 2,400"
Eurochef HTOO2B ELECTRIC COIL TABLE COOKER WITH 2000W BLUE,(0),"KSh 1,999"
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,(0),"KSh 2,399"
Nunix Glass Table Top Double Burner Gas Cooker + Pipe & Regulator,(13),"KSh 4,999"
Nunix Gas Stove Stainless Steel Double Burners SS-001,(0),"KSh 2,399"
AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,499"
Nunix 3 Burner Auto Ignition Table Top Cooker Plus Free 6kg Regulator And Pipe,(0),"KSh 3,195"
SC-002 Table Top Double Burner stainless steel  Gas Stove Cooker,(0),"KSh 2,399"
AILYONS Glass Top Table Cooker- 2 Burners,(1),"KSh 3,399"
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,(0),"KSh 2,799"
2 Burners Glass Table Top Double Burner Gas Stove +Free 1M pipe + 6kg Regulator/ Tightener -Black,(0),"KSh 3,545"
"❗️NEW IN❗️❗️Sokany electric induction cooker.♣️????Its function is more powerful, lower energy consumption, the induction cooking is more effective than traditional gas, providing rapid heating and fa",(0),"KSh 4,690"
"🥰🤪MAKE Your COOKING EXPERIENCE A BREEZE😇🥳AILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black (1YR WRTY).Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and",(0),"KSh 2,300"
Jikokoa Medium Classic Jiko Koa Stove,(0),"KSh 7,440"
1000W Electric Single HOTPLATE Burner Cooker,(0),"KSh 1,195"
AILYONS 2 Burner Table Top + Pipe & Regulator,(0),"KSh 2,499"
Electric Cooker + FREE IRON BOX,(19),"KSh 2,000"
Nunix Double Burners +Free Pipe + 6kg Regulator,(0),"KSh 2,799"
"GREAT DEAL💥💥 IPCONE Cooker 2 Burner - Glass Top And Gas Stove Double Burner Glass top double swirl burner saving 20% gas
Auto ignition system durable stainless steel body Brass fire cover against",(0),"KSh 3,350"
Nunix Table Top Double Burner Gas Stove Cooker + Pipe & 6 kg Regulator,(0),"KSh 2,695"
Ailyons 2 Burners Glass Table Top Double Burner Gas Stove +Free 1M pipe + 6kg Regulator/ Tightener -Black,(0),"KSh 3,445"
New Arrival Nunix Glass Table Top Triple Infrared Gas Burner Stove,(0),"KSh 5,877"
Eurochef Durable Table Top Single Burner Gas Stove Gas Cookers,(10),"KSh 1,699"
Electric Cooker / Single Spiral Coil Hotplate,(14),KSh 990
UNBEATABLE OFFER PRICE🤗🥳Nunix 4 burner full gas table top cooker+6 kg regulator + free 1 meter pipe.🥳This gas-burner will help you cook your food perfectly every time. It provides even distribution,(0),"KSh 4,717"
Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,299"
Table top Gemini stainless steel 2 burner gas stove cooktop with piezo Auto Ignition Anti-Skid Feet and Brass Burners,(0),"KSh 2,500"
"kitchen Rashnik 2 Burner Cook Top- Free 6kg Regulator, Pipe & Clips",(0),"KSh 2,999"
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,495"
Table top Gemini glass tampered 2 burner gas stove cooktop with piezo Auto Ignition Anti-Skid Feet and strong hard glass panel and steel finish,(0),"KSh 3,200"
"Sokany Single Portable Electric Stove Cooker Hot Plate,Portable single spiral hot plate
Powerful for faster heating
Spiral burner spreads heat
Chrome drip pans
Adjustable temperature control
Power rea",(0),"KSh 2,550"
EUROCHEF B-001C  Table top Gas Stove cooker with One / Single Burner with Glasstop,(3),"KSh 1,399"
Hr Non Rusting Gas Burner.Strong and durable Non leak Strong regulating knob Does not change color due to burn,(0),KSh 600
AILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,500"
Generic Double Electric HotplateCooker,(9),"KSh 1,699"
"🎯🔥PROMOTION 🤑PROMOTION 🤑 .Starlux 4 In 1 Table Top Gas Burner, Manual Ignition + free 6kg regulator + 1.5 m pipe + 2 hose clamps",(0),"KSh 4,400"
HOT DEAL♨️🔅💯 Single SOLID Hot Plate Electric Burner.Various heat operations High Quality Non-stick Coating  Power;1000W Over heat Protection,(0),"KSh 1,900"
Von 2 Burner Gas Cooker with Gifts,(0),"KSh 5,599"
"Eurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.FOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE
AUTOMATIC IGNITION
PRODUCES UNIFORM FLAME
STRONG RACKS
EASY TO CLEAN
RUST PROOF",(0),"KSh 5,225"
"😁ENHANCED PERFORMANCE 😁(SHOP NOW)Eurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.FOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE
AUTOMATIC IGNITION
PRODUCES UNIFORM FLAME
STRONG RACKS
EASY TO",(0),"KSh 5,200"
"Electric Double Spiral Coil 2-Burner, Table Top",(0),"KSh 1,999"
HIGH QUALITY NON RUSTING MEKO BURNER made of high quality aluminium,(0),KSh 499
"Rashnik Double Electric Burner Hotplate.ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two meals simultaneously, without soot stains.

Unlike other similar app",(0),"KSh 3,400"
Jamespot Multi-functional Touch Electric Ceramic Cooker Induction Cooker,(0),"KSh 5,599"
"❗️RESTOCKED NOW ❗️Sokany Electric Stove, Single Burner Cooktop,Portable, Adjustable Temperature Hot Plate, 1000 Watts, Stainless",(0),"KSh 1,900"
Nunix Table Top Double Burner Gas Stove Cooker,(0),"KSh 2,399"
"😇🔥ELAVATE YOUR KITCHEN EXPERIENCE 😇AILYONS Glass Top Infrared Burner, 6 Kgs Regulator, 1.5m Pipe and 2 Clips",(0),"KSh 3,722"
"CLEARANCE SALE!! Mika MGS2101(MGS2155) - Gas Stove,Single Burner - Stainless Steel",(0),"KSh 3,999"
🥰🤑ELEVATE YOUR KITCHEN EXPERIENCE 🪻🌽Eurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.🥑ONLY ON KILIMALL🤪FOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE AUTOMATIC IGNITION PRODUCES UNIFORM F,(0),"KSh 4,900"
😇PROMOTION😇Eurochef EG-S31 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER✨️💫,(0),"KSh 4,995"
"(SHOP AT DISCOUNTED PRICE )AILYONS LYNS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.Auto ignition 
Stainless steel for easy cleaning
100% quality testing before package
E",(0),"KSh 2,799"
Meko gas cooker with Lighter/ Stainless steel cooker with lighter/ Outdoor cooker with lighter,(0),"KSh 1,399"
"Sokany Double Plate Energy Saving Induction Cooker 2400W.Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite finish
Stain-resistant
Honey combo Strai",(0),"KSh 6,880"
"Ipcone glass 2 burner cooker - This stove is equipped with 2 burners, with independently adjustable flames that let you boil water on high while you simmer chili on low.",(0),"KSh 3,199"
"🔥Hot sale🔥AILYONS Stainless Steel Table Top Double Burner Gas Cooker, Energy Efficient",(0),"KSh 2,045"
"Eurochef G-002B 2 Burner Stainless Steel Table Top Gas Cooker, Black",(0),"KSh 4,000"
🥳🥳FESTIVE SEASON  SALE 🥳🥳Rashnik Double Electric Burner Hotplate.This electric hot plate by Rashnik is ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two m,(0),"KSh 3,100"
🤩UNLEASH THE LATEST OFFER 🧞🧞Sokany Quality Single Induction hob Portable Digital Cooktop Electric Hot Plate with Touch Control 2200W,(0),"KSh 4,485"
"🥳✨️🥰Ailyons 2 burner glass top cooker Enjoy a green life, energy-saving, and gas-saving High-standard configuration and safety upgrade, giving you more protection, strong firepower, can quickly",(0),"KSh 3,095"
🥳🎄CHRISTMAS OFFER 🤪🎄Rashnik Double Electric Burner Hotplate.This electric hot plate by Rashnik is ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two meals,(0),"KSh 2,885"
