product_name,product_reviews,product_price,clean_product_name,description,brand,size
"Synix 55"" Inch 4K UHD Frameless Voice Control  Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extension",(0),"KSh 54,830","Synix 55 Inch 4K UHD Frameless Voice Control  Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extension","4K UHD Frameless Voice Control  Android TV, Netflix, Youtube Bluetooth Television with One Year Waranty Plus FREE Wall Mount, Flash Disk, Bracket, Tv Guard, aerial and extension",Synix,55
"CTC32"" Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage + 6 Free Gifts",(0),"KSh 14,199","CTC32 Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage  6 Free Gifts","Inch Frameless Digital TV LED HD Television Inbuilt Decoder,USB HDMI,VGA Wide Color Enhancer Multilanguage  6 Free Gifts",CTC32,32
"Vitron HTC4388FS- 43"" Inch,BLUETOOTH-ENABLED,FRAMELESS ,FRAMELESS Smart Android 11 TV ,DECODER-INBUILT,Netflix,Youtube,Playstore +7 FREE EXTRA GIFTS",(2),"KSh 22,899","Vitron HTC4388FS- 43 Inch,BLUETOOTH-ENABLED,FRAMELESS ,FRAMELESS Smart Android 11 TV ,DECODER-INBUILT,Netflix,Youtube,Playstore 7 FREE EXTRA GIFTS","HTC4388FS- ,BLUETOOTH-ENABLED,FRAMELESS ,FRAMELESS Smart Android 11 TV ,DECODER-INBUILT,Netflix,Youtube,Playstore 7 FREE EXTRA GIFTS",Vitron,43
"Vision Plus 32 INCH VP8832DF FRAMELESS DVB T2/S2 Digital HD LED TV, In-built Decoder FOR Free-to-air Channels+A FREE WALL MOUNTING BRACKET",(0),"KSh 12,995","Vision Plus 32 INCH VP8832DF FRAMELESS DVB T2S2 Digital HD LED TV, In-built Decoder FOR Free-to-air ChannelsA FREE WALL MOUNTING BRACKET","Plus  VP8832DF FRAMELESS DVB T2S2 Digital HD LED TV, In-built Decoder FOR Free-to-air ChannelsA FREE WALL MOUNTING BRACKET",Vision,32
"Gld 32''LED, Digital TV With Consistently Clear Audio And Visual Quality",(0),"KSh 12,999","Gld 32LED, Digital TV With Consistently Clear Audio And Visual Quality","32LED, Digital TV With Consistently Clear Audio And Visual Quality",Gld,
"Vision Plus 43"", UHD 4K FRAMELESS SMART TV",(0),"KSh 35,000","Vision Plus 43, UHD 4K FRAMELESS SMART TV","Plus 43, UHD 4K FRAMELESS SMART TV",Vision,
Hisense 43A6KKEN 43 inches AI 4k Upscaler Dolby Vision Vidaa Voice with Dual Band Wifi UHD LED TV,(0),"KSh 35,500",Hisense 43A6KKEN 43 inches AI 4k Upscaler Dolby Vision Vidaa Voice with Dual Band Wifi UHD LED TV,43A6KKEN es AI 4k Upscaler Dolby Vision Vidaa Voice with Dual Band Wifi UHD LED TV,Hisense,43
"vitron 32""snart Android Frameless with Bluetooth TV HD Netflix TV YouTube television  energy saving",(0),"KSh 14,575",vitron 32snart Android Frameless with Bluetooth TV HD Netflix TV YouTube television  energy saving,32snart Android Frameless with Bluetooth TV HD Netflix TV YouTube television  energy saving,vitron,
LG 55NANO80 - 55'' NANOCELL UHD 4K Smart TV - Black,(0),"KSh 107,950",LG 55NANO80 - 55 NANOCELL UHD 4K Smart TV - Black,55NANO80 - 55 NANOCELL UHD 4K Smart TV - Black,LG,
"Amtec 32""Inch Frameless,Bluetooth-Enabled, Smart & Digital TV,Android TV /Youtube",(0),"KSh 13,497","Amtec 32Inch Frameless,Bluetooth-Enabled, Smart  Digital TV,Android TV Youtube","Frameless,Bluetooth-Enabled, Smart  Digital TV,Android TV Youtube",Amtec,32
"Vitron 32"" Inch Digital LED TV Multiple USB,HDMI Ports,VGA+ Inbuilt tuner+1 YEAR WARRANTY",(0),"KSh 11,990","Vitron 32 Inch Digital LED TV Multiple USB,HDMI Ports,VGA Inbuilt tuner1 YEAR WARRANTY","Digital LED TV Multiple USB,HDMI Ports,VGA Inbuilt tuner1 YEAR WARRANTY",Vitron,32
TCL 43P635 - 43'' Smart UHD 4K With HDR Google TV Frameless - 2022 TELEVISION,(0),"KSh 35,999",TCL 43P635 - 43 Smart UHD 4K With HDR Google TV Frameless - 2022 TELEVISION,43P635 - 43 Smart UHD 4K With HDR Google TV Frameless - 2022 TELEVISION,TCL,
"TCL 43P635, 43” FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL",(0),"KSh 33,599","TCL 43P635, 43 FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL","43P635, 43 FRAMELESS 4K ULTRA HD GOOGLE TV, VOICE CONTROL",TCL,
"Vitron 4068FS, 40"" Smart Android TV, Netflix, Youtube - Black, 1YR WRTY",(0),"KSh 19,997","Vitron 4068FS, 40 Smart Android TV, Netflix, Youtube - Black, 1YR WRTY","4068FS, 40 Smart Android TV, Netflix, Youtube - Black, 1YR WRTY",Vitron,
"AILYONS 32″digital flameless clear television HDMI,USB,FREE CHANNELS",(0),"KSh 12,499","AILYONS 32digital flameless clear television HDMI,USB,FREE CHANNELS","32digital flameless clear television HDMI,USB,FREE CHANNELS",AILYONS,
"Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+7 Free Gifts",(0),"KSh 14,595","Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity7 Free Gifts","digital frameless Tele VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity7 Free Gifts",Vision,32
"Vision Plus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 11,995","Vision Plus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE BRACKET","Plus  digital frameless Tele VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE BRACKET",Vision,32
"Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE BRACKET",(0),"KSh 12,295","Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE BRACKET","inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE BRACKET",Vision32,32
"VisionPlus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 13,599","VisionPlus 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET","digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET",VisionPlus,32
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 13,495","Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET","digital frameless Tele VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET",Vision,32
"Vision32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity+FREE EXTENSION+BRACKET",(0),"KSh 12,595","Vision32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET","inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized ConnectivityFREE EXTENSIONBRACKET",Vision32,32
"Vision 32"" inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",(0),"KSh 12,995","Vision 32 inch digital frameless Television VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity","digital frameless Tele VP8832DF HD TV, Inbuilt Decoder Dolby Audio Slim Design HDMI and USB ports optimized Connectivity",Vision,32
"Vitron 55” FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE,1.5GBRAM, 8GBROM",(0),"KSh 49,000","Vitron 55 FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE,1.5GBRAM, 8GBROM","55 FRAMELESS 4K ULTRA HD ANDROID TV, NETFLIX, YOUTUBE,1.5GBRAM, 8GBROM",Vitron,
Hisense 32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels+ 3 EXTRA GIFTS,(0),"KSh 22,695",Hisense 32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels 3 EXTRA GIFTS,Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels 3 EXTRA GIFTS,Hisense,32
"HISENSE 32 inch Smart TV VIDAA OS DST HD Inbuilt Decoder Built-in Wifi Dolby Audio Prime Video, Share to TV, Netflix Youtube Multiple HDMI,USB Ports + 7 Free Gifts",(0),"KSh 23,695","HISENSE 32 inch Smart TV VIDAA OS DST HD Inbuilt Decoder Built-in Wifi Dolby Audio Prime Video, Share to TV, Netflix Youtube Multiple HDMI,USB Ports  7 Free Gifts","Smart TV VIDAA OS DST HD Inbuilt Decoder Built-in Wifi Dolby Audio Prime Video, Share to TV, Netflix Youtube Multiple HDMI,USB Ports  7 Free Gifts",HISENSE,32
"Hisense 65” 4K UHD TELEVISION 2022 LATEST MODEL,VOICE CONTROL,WI-FI,NETFLIX,4K",(0),"KSh 89,000","Hisense 65 4K UHD TELEVISION 2022 LATEST MODEL,VOICE CONTROL,WI-FI,NETFLIX,4K","65 4K UHD TELEVISION 2022 LATEST MODEL,VOICE CONTROL,WI-FI,NETFLIX,4K",Hisense,
"Syinix 43 inch Smart 2K Full HD LED TV, HDMI, Android 11.0, USB 2.0, Eco friendly, Narrow Bezel, DVB-T2, YouTube, Netflix, Prime Video",(0),"KSh 27,999","Syinix 43 inch Smart 2K Full HD LED TV, HDMI, Android 11.0, USB 2.0, Eco friendly, Narrow Bezel, DVB-T2, YouTube, Netflix, Prime Video","Smart 2K Full HD LED TV, HDMI, Android 11.0, USB 2.0, Eco friendly, Narrow Bezel, DVB-T2, YouTube, Netflix, Prime Video",Syinix,43
"TCL  50'' Inch Smart Androidtv UHD 4K LED,Google Play,NETFLIX,YOUTUBE TELEVISION",(0),"KSh 57,000","TCL  50 Inch Smart Androidtv UHD 4K LED,Google Play,NETFLIX,YOUTUBE TELEVISION","Smart Androidtv UHD 4K LED,Google Play,NETFLIX,YOUTUBE TELEVISION",TCL,50
"HISENSE 32"" Inches Frameless Smart TV  INBUILT WIFI,NETFLIX,YOUTUBE,USB,HDMI",(0),"KSh 20,999","HISENSE 32 Inches Frameless Smart TV  INBUILT WIFI,NETFLIX,YOUTUBE,USB,HDMI","es Frameless Smart TV  INBUILT WIFI,NETFLIX,YOUTUBE,USB,HDMI",HISENSE,32
Hisense32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels,(0),"KSh 21,995",Hisense32 inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels,inch Smart TV Smart Television HDTV Netflix Youtube I-cast HDMI USB Dolby Audio VDAA OS Inbuilt Decoder for local channels,Hisense32,32
"Amtec 19"" DIGITAL TV  AC/DC LED TV WITH FREE TO AIR CHANNELS HDMI/USB PORTS-DIGITAL TV",(0),"KSh 7,199",Amtec 19 DIGITAL TV  ACDC LED TV WITH FREE TO AIR CHANNELS HDMIUSB PORTS-DIGITAL TV,19 DIGITAL TV  ACDC LED TV WITH FREE TO AIR CHANNELS HDMIUSB PORTS-DIGITAL TV,Amtec,
"VITRON43 HTC4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2*USB PORTS,3*HDMI PORTS+6 FREE ACCESSORIES",(0),"KSh 23,699","VITRON43 HTC4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE 43 INCH ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI PORTS6 FREE ACCESSORIES","HTC4388FS  BLUETOOTH FRAMELESS FHD SMART TV ANDROID TELEVISION NETFLIX YOUTUBE  ,WITH BUILT-IN WIFI, APP STORE 1GB-RAM 8GB-ROM 2USB PORTS,3HDMI PORTS6 FREE ACCESSORIES",VITRON43,43
"Royal 43"" Inch Smart Android Version 11 TV,Frameless, Youtube & Netflix",(0),"KSh 24,999","Royal 43 Inch Smart Android Version 11 TV,Frameless, Youtube  Netflix","Smart Android Version 11 TV,Frameless, Youtube  Netflix",Royal,43
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control 2023 Model",(0),"KSh 34,500",TCL 43 43S5400 Smart FHD Google Tv With Voice Control 2023 Model,43 43S5400 Smart FHD Google Tv With Voice Control 2023 Model,TCL,
"New GLAZE,GZ-4330FS Full HD 43"" Inch Bluetooth Smart Android TV 1GBRAM,8GBROM Netflix Youtube Google Playstore Inbuilt Decoder Energy Saving HDMI USB + 8 FREE GIFTS",(0),"KSh 23,699","New GLAZE,GZ-4330FS Full HD 43 Inch Bluetooth Smart Android TV 1GBRAM,8GBROM Netflix Youtube Google Playstore Inbuilt Decoder Energy Saving HDMI USB  8 FREE GIFTS","GLAZE,GZ-4330FS Full HD  Bluetooth Smart Android TV 1GBRAM,8GBROM Netflix Youtube Google Playstore Inbuilt Decoder Energy Saving HDMI USB  8 FREE GIFTS",New,43
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS+ 2 YEARS WARRANTY",(0),"KSh 20,499","Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS 2 YEARS WARRANTY","Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS 2 YEARS WARRANTY",Hisense,32
"VITRON 32"" INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2*USB 3*HDMI 14MONTHS WARRANTY+ 6 FREE GIFTS with Bluetooth enabled",(0),"KSh 15,899","VITRON 32 INCH HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14MONTHS WARRANTY 6 FREE GIFTS with Bluetooth enabled","HTC3200S,FRAMELESS Smart Android TV Inbuilt Decoder Inbuilt WIFI Netflix Youtube Appstore 2USB 3HDMI 14MONTHS WARRANTY 6 FREE GIFTS with Bluetooth enabled",VITRON,32
"Hisense 32A4GKEN A4 Series 32"" Inch Frameless Smart TELEVISION With Inbuilt WIFI",(0),"KSh 20,999",Hisense 32A4GKEN A4 Series 32 Inch Frameless Smart TELEVISION With Inbuilt WIFI,32A4GKEN A4 Series  Frameless Smart TELEVISION With Inbuilt WIFI,Hisense,32
"TCL 50'' FULL HD ANDROIDTV, VOICE SEARCH, NETFLIX",(0),"KSh 54,000","TCL 50 FULL HD ANDROIDTV, VOICE SEARCH, NETFLIX","50 FULL HD ANDROIDTV, VOICE SEARCH, NETFLIX",TCL,
"Vitron HTC3218 32"" Inch Frameless LED Digital HD Television",(0),"KSh 12,999",Vitron HTC3218 32 Inch Frameless LED Digital HD Television,HTC3218  Frameless LED Digital HD Television,Vitron,32
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS+GUARD&BRACKET",(0),"KSh 20,499","Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONSGUARDBRACKET","Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONSGUARDBRACKET",Hisense,32
"Gld 32"" Inch Frameless Smart Android TV Netflix Youtube Google Play Bluetooth WIFI",(0),"KSh 17,500",Gld 32 Inch Frameless Smart Android TV Netflix Youtube Google Play Bluetooth WIFI,Frameless Smart Android TV Netflix Youtube Google Play Bluetooth WIFI,Gld,32
"Skyworth 55” 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",(0),"KSh 60,000","Skyworth 55 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE","55 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",Skyworth,
"Skyworth 55” 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",(0),"KSh 63,000","Skyworth 55 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE","55 4K UHD ANDROID TV,WI-FI,NETFLIX,PLAYSTORE",Skyworth,
"Vitron HTC5568S,55"" Inches 4K UHD Smart Android Tv,Netflix,Youtube,Decoder Inbuilt,WIFI,Television+FREE 6 GIFTS",(0),"KSh 45,899","Vitron HTC5568S,55 Inches 4K UHD Smart Android Tv,Netflix,Youtube,Decoder Inbuilt,WIFI,TelevisionFREE 6 GIFTS","HTC5568S,es 4K UHD Smart Android Tv,Netflix,Youtube,Decoder Inbuilt,WIFI,TelevisionFREE 6 GIFTS",Vitron,55
"Gld 32 Inch, Bluetooth, Frameless Smart Android TV, Youtube & Netflix + Gifts",(0),"KSh 13,399","Gld 32 Inch, Bluetooth, Frameless Smart Android TV, Youtube  Netflix  Gifts",", Bluetooth, Frameless Smart Android TV, Youtube  Netflix  Gifts",Gld,32
"HTC4388FS 43"" inch TV Frameless, Bluetooth Enabled, Full HD ,Smart Android Television, Inbuilt Decoder for local channels,Wi-fi connectivity, Netflix Youtube App Store +Free Wall Mounting Bracket",(0),"KSh 21,997","HTC4388FS 43 inch TV Frameless, Bluetooth Enabled, Full HD ,Smart Android Television, Inbuilt Decoder for local channels,Wi-fi connectivity, Netflix Youtube App Store Free Wall Mounting Bracket","TV Frameless, Bluetooth Enabled, Full HD ,Smart Android Television, Inbuilt Decoder for local channels,Wi-fi connectivity, Netflix Youtube App Store Free Wall Mounting Bracket",HTC4388FS,43
SYINIX 32 inch FRAMELESS Digital LED TV Inbuilt Decoder I-cast Television DVBt2+S2,(0),"KSh 12,588",SYINIX 32 inch FRAMELESS Digital LED TV Inbuilt Decoder I-cast Television DVBt2S2,FRAMELESS Digital LED TV Inbuilt Decoder I-cast Television DVBt2S2,SYINIX,32
SYINIX 32 inch FRAMELESS smart LED TV Inbuilt Decoder I-cast Television DVBt2+S2,(0),"KSh 13,880",SYINIX 32 inch FRAMELESS smart LED TV Inbuilt Decoder I-cast Television DVBt2S2,FRAMELESS smart LED TV Inbuilt Decoder I-cast Television DVBt2S2,SYINIX,32
"Hisense 65” 4K TV UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K",(0),"KSh 89,000","Hisense 65 4K TV UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K","65 4K TV UHD 2021 LATEST MODEL,VOICE CONTROL,WI-FI,FRAMELESS,4K",Hisense,
"Gld 43"" Inch- BLUETOOTH -ENABLED,Android TV,NETFLIX//YOUTUBE+EXTENSION+TV GUARD",(0),"KSh 22,599","Gld 43 Inch- BLUETOOTH -ENABLED,Android TV,NETFLIXYOUTUBEEXTENSIONTV GUARD","- BLUETOOTH -ENABLED,Android TV,NETFLIXYOUTUBEEXTENSIONTV GUARD",Gld,43
"Vitron 32"" Inch, Bluetooth Enabled, Frameless Smart Android TV Netflix, Youtube,  Google Play",(0),"KSh 13,999","Vitron 32 Inch, Bluetooth Enabled, Frameless Smart Android TV Netflix, Youtube,  Google Play",", Bluetooth Enabled, Frameless Smart Android TV Netflix, Youtube,  Google Play",Vitron,32
"TCL 43"" 43S5400 Smart FHD Google Tv With Voice Control",(0),"KSh 30,399",TCL 43 43S5400 Smart FHD Google Tv With Voice Control,43 43S5400 Smart FHD Google Tv With Voice Control,TCL,
"TCL 32 Inches Digital TV With Inbuilt Decoder , FM Radio , USB Port , HDMI",(0),"KSh 21,500","TCL 32 Inches Digital TV With Inbuilt Decoder , FM Radio , USB Port , HDMI","es Digital TV With Inbuilt Decoder , FM Radio , USB Port , HDMI",TCL,32
"Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS",(0),"KSh 20,499","Hisense 32 Inch Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS","Smart Vidaa OS Tv With NETFLIX, YOUTUBE,FRAMELESS TELEVISIONS",Hisense,32
"Hisense 58” 4K UHD 2022 LATEST SMART TV,VOICE CONTROL,GOOGLE ASSISTANT",(0),"KSh 69,000","Hisense 58 4K UHD 2022 LATEST SMART TV,VOICE CONTROL,GOOGLE ASSISTANT","58 4K UHD 2022 LATEST SMART TV,VOICE CONTROL,GOOGLE ASSISTANT",Hisense,
"Skyworth 43"" FULL HD Frameless Smart Android TV",(0),"KSh 35,000",Skyworth 43 FULL HD Frameless Smart Android TV,43 FULL HD Frameless Smart Android TV,Skyworth,
Hisense 50'' Smart UHD 4K Frameless LED TV,(0),"KSh 53,000",Hisense 50 Smart UHD 4K Frameless LED TV,50 Smart UHD 4K Frameless LED TV,Hisense,
"Vitron HTC3218,32 Inch Frameless digoital TV",(0),"KSh 14,500","Vitron HTC3218,32 Inch Frameless digoital TV","HTC3218, Frameless digoital TV",Vitron,32
"Vision 43'' 4K UHD LATEST MODEL,VIDAA SMART TV,FRAMELESS",(0),"KSh 37,000","Vision 43 4K UHD LATEST MODEL,VIDAA SMART TV,FRAMELESS","43 4K UHD LATEST MODEL,VIDAA SMART TV,FRAMELESS",Vision,
"LG 65Nano80 - NanoCell 65"" NANO80 Series 4K HDR WebOS Smart TV",(0),"KSh 150,000",LG 65Nano80 - NanoCell 65 NANO80 Series 4K HDR WebOS Smart TV,65Nano80 - NanoCell 65 NANO80 Series 4K HDR WebOS Smart TV,LG,
"Gld 43"" inch TV Smart Android TV Bluetooth Connectivity Television,  + FREE TV GUARD+BRACKET",(0),"KSh 22,999","Gld 43 inch TV Smart Android TV Bluetooth Connectivity Television,   FREE TV GUARDBRACKET","TV Smart Android TV Bluetooth Connectivity Television,   FREE TV GUARDBRACKET",Gld,43
"Gld 43"" Inch Smart/Digital TV,Bluetooth Frameless Full HD,Netflix,Youtube+FREE BRACKET",(0),"KSh 22,500","Gld 43 Inch SmartDigital TV,Bluetooth Frameless Full HD,Netflix,YoutubeFREE BRACKET","SmartDigital TV,Bluetooth Frameless Full HD,Netflix,YoutubeFREE BRACKET",Gld,43
"VITRON32 HTC 3218 FRAMELESS 32"" Inch Television HD Digital LED TV Inbuilt Decoder for FREE to AIR Channels HDMI USB Ports 14 Months Warranty VITRON 32 + 6 EXTRA GIFTS",(0),"KSh 14,195",VITRON32 HTC 3218 FRAMELESS 32 Inch Television HD Digital LED TV Inbuilt Decoder for FREE to AIR Channels HDMI USB Ports 14 Months Warranty VITRON 32  6 EXTRA GIFTS,HTC 3218 FRAMELESS  Television HD Digital LED TV Inbuilt Decoder for FREE to AIR Channels HDMI USB Ports 14 Months Warranty VITRON 32  6 EXTRA GIFTS,VITRON32,32
LG OLED55C1 55 Inch  TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,(0),"KSh 185,000",LG OLED55C1 55 Inch  TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,OLED55C1   TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,LG,55
"Vitron 4388FS,43"" Inch Smart Android ,BLUETOOTH TV,FRAMELESS  TV,Youtube,Decoder,Wifi- Netflix,Playstore TELEVISION",(0),"KSh 23,980","Vitron 4388FS,43 Inch Smart Android ,BLUETOOTH TV,FRAMELESS  TV,Youtube,Decoder,Wifi- Netflix,Playstore TELEVISION","4388FS, Smart Android ,BLUETOOTH TV,FRAMELESS  TV,Youtube,Decoder,Wifi- Netflix,Playstore TELEVISION",Vitron,43
"HTC 4388FS 43"" INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3*HDMI Ports 2*USB Ports + 7 FREE GIFTS",(0),"KSh 23,699",HTC 4388FS 43 INCH BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports  7 FREE GIFTS,4388FS  BLUETOOTH FRAMELESS FHD SMART ANDROID TV Inbuilt Decoder NETFLIX YOUTUBE APP STORE 1GBRAM 8GBROM 3HDMI Ports 2USB Ports  7 FREE GIFTS,HTC,43
"VITRON HTC4388FS- 43"" Inch Full HD FRAMELESS,BLUETOOTH- Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS+6 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799","VITRON HTC4388FS- 43 Inch Full HD FRAMELESS,BLUETOOTH- Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS6 FREE GIFTS24 MONTHS WARRANTY","HTC4388FS-  Full HD FRAMELESS,BLUETOOTH- Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE TELEVISIONS6 FREE GIFTS24 MONTHS WARRANTY",VITRON,43
"Vitron 43"" Inch Full HD,BLUETOOTH-ENABLEDFRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE, TELEVISIONS+7 FREE GIFTS+24 MONTHS WARRANTY",(0),"KSh 23,799","Vitron 43 Inch Full HD,BLUETOOTH-ENABLEDFRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE, TELEVISIONS7 FREE GIFTS24 MONTHS WARRANTY","Full HD,BLUETOOTH-ENABLEDFRAMELESS Smart Android TV,YOUTUBE,NETFLIX,ANDROID 11,PLAYSTORE, TELEVISIONS7 FREE GIFTS24 MONTHS WARRANTY",Vitron,43
LG OLED55C1 55 Inch TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,(0),"KSh 185,000",LG OLED55C1 55 Inch TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,OLED55C1  TELEVISION C1 Series Cinema Screen Design OLED 4K 2022,LG,55
"Vision Plus VP8843SF - 43"" Full HD Frameless Android OS Smart,NETFLIX,YOUTUBE-WIFI Television",(0),"KSh 29,999","Vision Plus VP8843SF - 43 Full HD Frameless Android OS Smart,NETFLIX,YOUTUBE-WIFI Television","Plus VP8843SF - 43 Full HD Frameless Android OS Smart,NETFLIX,YOUTUBE-WIFI Tele",Vision,
