clean_standingcooker_name,brand,standing_cooker_type,oven_capacity,standing_cooker_reviews,standing_cooker_price
"Vitron VDR170DS 170 Liters Double Door refrigerator Double Door
Toughened Glass Shelves  For Durability
Energy Saving
CFC Free
Stylish Handle
Door light
Fully tropicalized compressor",Unknown,Unknown,Unknown,0,43200
Volsmart 31 standing cooker with electric oven This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,volsmart,Unknown,Unknown,0,25920
Nunix Glass Table Top Double Burner Gas Stove  Pipe  6kg Regulator,nunix,Unknown,Unknown,0,3899
Hr Strong Non Leak Meko Gas Burner5 Way Extension     Strong and durable Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylin,meko,Unknown,Unknown,0,1156
Generic Electric Cooker  Single Spiral Coil Hotplate,generic,Unknown,Unknown,0,1357
Nunix standing cooker 4 gas burner and gas oven,nunix,4 gas,Unknown,0,20300
"Standing Cooker, 90cm x 60cm, 5 Gas Pool Jet Burners 2 Wok, FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven Air FryConvection Fan, Rotisserie, Half Inox",Unknown,Unknown,Unknown,0,94300
Premier 4 GAS COOKER WITH STAND,premier,4 gas,Unknown,0,12750
Mika 6060 31 standing cooker,mika,Unknown,Unknown,0,34008
"Ramtons RF405 - 3G1E 60X60 Cooker Ramtons is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need, Ramton",ramtons,Unknown,Unknown,0,49950
"Roch glass 3-Burner Automatic Gas Cooker  affordable, quality, energy-efficient home appliances. The brand is well known for their high-quality, top of the range products.This gas-burner w",roch,Unknown,Unknown,0,3900
VON Standing Cooker All 4 Gas  Electric oven,von,4 gas,Unknown,0,45999
"Eurochef Black burner Steel body for durability  easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet  tray for easy cleaning.
Use liquefied",eurochef,Unknown,Unknown,0,2480
Roch 4 burners full gas standing cooker,roch,Unknown,Unknown,0,36790
"Von 6060  31 standing cooker VON 3 Gas 1 Electric, 60 by 55 cm Standing Gas Cooker with Electric Oven",von,Unknown,Unknown,0,46575
"Nunix Cooker 3G1E. Electric oven. 6060cm3 gas burners 1 eletcric
Gas oven
Special burners for unique flame for evenly cooking
Special high-density insulation- for faster  quick baking
1 electric 
W",nunix,Unknown,Unknown,0,31050
Ramtons Standing Cooker 6060cm.electric cooker appliances and free standing gas cookers offer you the best of both worlds instant heat from the gas hobs will give you ...,ramtons,Unknown,Unknown,0,49950
VON Cooker 3 Gas  1 Electric - VAC6SV31UY Grey,von,Unknown,Unknown,0,49000
Eurochef 50 x 55cm Standing Cooker 3Gas  Electric Hotplate with Electric Oven Automatic Ignition Glass Lid Top Cover 1yr Warranty- Silver,eurochef,Unknown,Unknown,0,31050
OFFER Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,nunix,4 gas,Unknown,0,24999
"OFFER Nunix 31 Gas Burners, Electric Cooker And OVEN",nunix,Unknown,Unknown,0,27499
VON VCF563131NFS 50x60 31 STANDING COOKER,von,Unknown,Unknown,0,39000
31 gas Nunix Table Top cooker,nunix,Unknown,Unknown,0,5900
"Eurochef Double coil electric cooker, very durable and fast cooking. Gass cookers and stoves",eurochef,Unknown,Unknown,0,2199
Premium Non -Leak Meko Gas Burner durable long lasting and doesnt rust  Plus a free 4 Way Socket Extension and a free  Watch,meko,Unknown,Unknown,0,1475
MEKO GAS BURNER.Generic Efficient Meko 6kg Gas Burner For High Heat Output Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylinder,generic,Unknown,Unknown,0,634
Sayona All 4 Gas Burners Standing Gas Cooker With Storage Compartment SGB 4483 Gas cooker,sayona,4 gas,Unknown,0,9998
Imduction cooker double  3500watts Energy Saving Electric Induction Radiant Cooker-Double Plate,Unknown,Unknown,Unknown,0,10125
"Roch RGC-307TT, 3-Burner Automatic Gas Cookeroffers affordable, quality, energy-efficient home appliances. The brand is well known for their high-quality, top of the range products.This ga",roch,Unknown,Unknown,0,3000
BEKO COOKER KDVF 90X 4GAS1 WOK COOKER TRIPPLE OVEN STAINLESS STEEL 1 YEAR WARRANTY,beko,Unknown,Unknown,0,139995
"Euroken Free Standing 3 Gas Burner 1 Electric Cooker With Electric Oven  size 50 by 55 Euroken offers affordable, quality, energy-efficient home appliances.",euroken,Unknown,Unknown,0,31999
nunix standing cuuker with 3 Gas burners 1 Electric Plate 6060 Dimension Electric Oven,nunix,Unknown,Unknown,0,39950
Nunix 31 Electric Free Standing Cooker  5055 Dimension,nunix,Unknown,Unknown,0,36400
VON Cooker 3 Gas 1 Electric - VAC6F031US Silver,von,Unknown,Unknown,0,42990
"Haier Cooker, 4 Gas 60X60 Cooker with Electric Oven - HCR2040EES",haier,4 gas,Unknown,0,63449
Generic ADJUSTABLE FRIDGE BASE WITH WHEELS Adjustable size  Strong load bearing capacity  No more backaches  Made of stainless steel and hard plastic  Makes work easier,generic,Unknown,Unknown,0,2400
"3 Gas Burners,1 Electric Plate, Eletric Oven 6060",Unknown,Unknown,Unknown,0,29999
BEKO COOKER FSS53110GS 5060 STAINLESS STEEL COOKERFlame failure device 3gas  1 electric NO plug 1 YEAR WARRANTY,beko,Unknown,Unknown,0,49995
GAS COOKER. Eurochef 4 Gas Cooker  size 60 by 65 with GAS OVEN . VERY STRONG GLASS LID With GRILL And TIMER,eurochef,4 gas,Unknown,0,36340
3 plus 1 table top gas burner boko This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves. No Power No Problem.,Unknown,Unknown,Unknown,0,5880
31 Free Standing Cooker With Electric oven 5050,Unknown,Unknown,Unknown,0,28565
Eurochef Free Standing 4 Burner  Gas Cooker With timer Special burners for unique flame for evenly cooking,eurochef,Unknown,Unknown,0,21600
Nunix stand alone  cooker Full gas Gas oven,nunix,Unknown,Unknown,0,27000
Premier 4 gas burner with an electric oven PM 400,premier,4 gas,Unknown,0,24999
Eurochef cooker stainless steel top,eurochef,Unknown,Unknown,0,2799
"Von Hotpoint 50 by 60, 3G1E Free Standing Cooker with Electric Oven",hotpoint,Unknown,Unknown,0,43200
Premier Auto-Ignition 2G2E Gas Cooker With Storage shelves,premier,Unknown,Unknown,0,12399
"VON 60 by 55, 3 Gas 1 Electric,  Electric Oven Free Standing Cooker",von,Unknown,Unknown,0,41999
"Mika Standing Cooker, 50cm x 55cm, 4 Gas Pipe Burners, Button Ignition, 3 Function Electric Oven, Rotisserie, Black Hob, Silver Body",mika,4 gas,Unknown,0,34000
"cooktop stand The gas burners are designed for high-heat cooking, while the electric burners are ideal for lower-heat applications. 2. Storage Shelf The standing burner .",Unknown,Unknown,Unknown,0,13050
Nunix 3 Gas1 Electric FREE STANDING Cooker Burner Stove WITH ELECTRIC OVEN 60cm60cm,nunix,Unknown,Unknown,0,30999
RAMTONS GAS COOKER 2 BURNER TEFLON- RG501,ramtons,Unknown,Unknown,0,8300
Premier 4 gas standing cooker Gas type LPG 4 gas burners Automatic ignition Low gas consumption Improved gas flow,premier,4 gas,Unknown,0,10395
"Amaze 31 Free Standing Cooker With this 4 burners  gas cooktop, you dont have to sacrifice quality. It comes equipped with stainless steel surface and cast iron grates for effortless cleaning and lo",amaze,Unknown,Unknown,0,22680
Amnis Kitchen Eurochef Free Standing 4 Gas Burner Cooker With Gas Oven,eurochef,4 gas,Unknown,0,24750
4gas standalone cooker  with an electric oven,Unknown,Unknown,Unknown,0,28999
3gas 1electric Free Standing Cooker With Oven,Unknown,Unknown,Unknown,0,33350
Free Standing 31  Amaze Gas oven,amaze,Unknown,Unknown,0,35870
Rashnik RN-1512 1 Burner Gas Stove Glass Top,rashnik,Unknown,Unknown,0,3059
BEKO COOKER FSET63110DX 6060 3gas  1 electric hot plate FLAME FAILURE STAINLESS STEEL 1 YEAR WARRANTY,beko,Unknown,Unknown,0,66995
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG504,ramtons,Unknown,Unknown,0,12000
Strong Non Leak Meko Gas BurnerWatch Earphones  Cap,meko,Unknown,Unknown,0,2100
"Haier Cooker, 4 Burner all Gas Cooker 50x60 - ECR1040EGSB",haier,Unknown,Unknown,0,35491
4 gas-size 50 by 55 with ELECTRIC oven,Unknown,4 gas,Unknown,0,29000
60 by 60 Bjs standing cooker Hot Plate With Turbo-FAN Black,bjs,Unknown,Unknown,0,47250
Veigapro Auto Ignition Glass Top Gas Stove Double Burner-2 Burner,Unknown,Unknown,Unknown,0,2999
2 burner Nunix Infrared gas burner,nunix,Unknown,Unknown,0,4800
silver crest Smart Cooker Single Plate Induction Cooker,silver crest,Unknown,Unknown,0,4500
Premier 4 Gas Burner Cooker With  Oven Auto Ignition All Gas Cooker,premier,4 gas,Unknown,0,23999
Generic Durable  Efficient Meko Non-Leak Gas 2 Burners,generic,Unknown,Unknown,0,1250
Rashnik Table Top Single Gas Cooker With Auto Ignition,rashnik,Unknown,Unknown,0,1980
Nunix Table Top Double Burner Gas Stove  Pipe  Regulator,nunix,Unknown,Unknown,0,4890
Generic Quality Electric Cooker  Single Sprial Hotplate,generic,Unknown,Unknown,0,1199
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,ailyons,Unknown,Unknown,0,2699
Nunix 3 plus 1 standing cooker 50x55,nunix,Unknown,Unknown,0,24000
Generic Smart Cooker -Single Plate Induction Cooker,generic,Unknown,Unknown,0,7500
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG518,ramtons,Unknown,Unknown,0,6000
QUALITY 4 burners Standing Gas Cookers with a stand AS PICTURE,Unknown,Unknown,Unknown,0,11000
3gas1electric plateHot Plate Table Top Gas Cooker Burner Stove.,Unknown,Unknown,Unknown,0,31050
"Special Offer Mika Standing Cooker, 50cm x 60 cm, 3 Gas Burner  1 Electric Plate  Electric Oven",mika,Unknown,Unknown,0,32999
"Exzel cooker 60x50cm 4 Gas, Electric Oven EG5644EE",exzel,4 gas,Unknown,0,33800
Nunix 4 burner gas cooker Oven,nunix,Unknown,Unknown,0,30746
Premier Automatic 4-Gas Burners With Storage Compartment Gas Cooker,premier,Unknown,Unknown,0,9546
Nunix - GS-002 - Tampered Glass Gas Table Cooker,nunix,Unknown,Unknown,0,3680
"Von 6060  31 standing cooker VON 3 Gas 1 electric hotplate Standing Cooker  Gas Oven- white offers affordable, quality, energy-efficient home appliances.",von,Unknown,Unknown,0,45900
"Von 60 by 60  31 standing cookerPrepare your food in other ways other than direct cooking. Its equipped with a Turnspit Chicken Rotisserie, the oven and grill makes this happen for you and the f",von,Unknown,Unknown,0,48550
Generic Electric Tabletop Double Hotplate Coil Cooker,generic,Unknown,Unknown,0,2250
Ampia Gas Regulator With Gauge Plus Free Gas Pipe,Unknown,Unknown,Unknown,0,979
Fashion Double Hot Plate,Unknown,Unknown,Unknown,0,1999
Nunix 2-Burner Table Top Gas Cooker,nunix,Unknown,Unknown,0,3610
Premier STAINLESS STEEL CAP TABLE TOP GAS COOKER,premier,Unknown,Unknown,0,8300
Ramtons RF405 - 3G1E 60X60 Cooker - Brown,ramtons,Unknown,Unknown,0,52050
"Mika 3G1E, 50 by 60 Standing Cooker with Electric Oven",mika,Unknown,Unknown,0,32999
RAMTONS GAS COOKER 2 BURNER TEFLON - RG515,ramtons,Unknown,Unknown,0,7400
"MIKA STANDING COOKER, 50CM X 55CM, 3  1, ELECTRIC OVEN, LIGHT BROWN TDF MST55PI31DBHC",mika,Unknown,Unknown,0,46119
Free Standing 4 Gas Burner With Full Gas Oven Cooker 50  55  84cm,Unknown,4 gas,Unknown,0,32796
Generic Electronic Spark Gas IgniterLighter Gun,generic,Unknown,Unknown,0,415
BJS 60X60 3-GAS1 Hot Plate With Turbo-FAN  turbo ovens FAN are countertop convection ovens. This means that they use a fan to circulate the heated air over the food. The reason why they are popular i,bjs,Unknown,Unknown,0,42525
Single Plate Halogen Induction Electric Cooker    Save Energy and Time,Unknown,Unknown,Unknown,0,4999
31 Table Top Cooker,Unknown,Unknown,Unknown,0,6800
RAMTONS RF499 5GAS 90X60 INOX COOKER,ramtons,Unknown,Unknown,0,95000
3 Gas plus 1 Electric table top cooker,Unknown,Unknown,Unknown,0,6488
"Von 3 Gas  1 Electric Plate, 60 by 60, Standing Gas Cooker",von,Unknown,Unknown,0,43999
ROCH 31 RECK631BL60X60 COOKER,roch,Unknown,Unknown,0,34500
RAMTONS 3G1E 50X60 SILVER COOKER- RF402,ramtons,Unknown,Unknown,0,48000
PREMIER PM-400 4 Burner with Oven All Gas Gas Cooker Stand Cooker1 year Warranty,premier,Unknown,Unknown,0,23777
Nunix Standing Cooker With 4 Gas Burner and Gas Oven,nunix,4 gas,Unknown,0,30746
Nunix Standing Cooker 31Gas Burner  Oven,nunix,Unknown,Unknown,0,36895
"Von 3G1E, 60cm by 60cm, Free Standing Gas Cooker with Electric Oven",von,Unknown,Unknown,0,43999
OFFER  4 Gas Free Standing Cooker With Oven,Unknown,4 gas,Unknown,0,23999
Premier All 4 Gas Standing Gas Cooker with Gas Oven,premier,4 gas,Unknown,0,20999
Gas wind shield energy saving cover,Unknown,Unknown,Unknown,0,745
Von 6060  31 standing cooker Standing Gas Cooker with Electric Oven,von,Unknown,Unknown,0,44550
"Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners  2 RAPID Hot Plates, FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven Air FryConvection Fan, Rotisserie, Half Inox",Unknown,4 gas,Unknown,0,112000
Volsmart full gas standing cooker,volsmart,Unknown,Unknown,0,22185
"Primier 4burner  Standing Gas Cooker ,FREE STANDING COOKER   50CMBY 55CM BY 84CM 4 GAS BURNER OVEN STRONG GLASS LID 12 MONTHS WARRANTY GRILL TIMER ROTISSERIE",primier,4 gas,Unknown,0,13500
"Nunix  Free Standing 4 Gas Burners Oven Cooker Gas Cooker Black 505584cm  Free 4pcs Burner Protector , 13Kg Regulator with Guange and 1.5 metres gas pipe",nunix,4 gas,Unknown,0,24500
Amaze 31 Free Standing Cooker,amaze,Unknown,Unknown,0,25375
Nunix 4 BURNER ALL GAS Cooker FREE STANDING Stove,nunix,Unknown,Unknown,0,25450
Nunix standing full gas oven cooker,nunix,Unknown,Unknown,0,22996
Von VAC5C040CY Gas Cooker with Cylinder,von,Unknown,Unknown,0,15500
Icook Two Burner Gas Cooker Auto Ignition Glass Top Table Cooker Low Gas Consumption,icook,Unknown,Unknown,0,4000
"Nunix Free Standing 4 Gas Burner Cooker With Oven ,FREE STANDING COOKER   50CMBY 55CM BY 84CM 4 GAS BURNER OVEN STRONG GLASS LID 12 MONTHS WARRANTY GRILL TIMER ROTISSERIE",nunix,4 gas,Unknown,0,36000
Von 6060  31 standing cooker,von,Unknown,Unknown,0,46575
"VON VAC5F031PS, 50 60 Standing Cooker, 3 Gas 1 Electric with Eletric Oven",von,Unknown,Unknown,0,37999
3 burner cooker,Unknown,Unknown,Unknown,0,3500
Nunix  Two Burner SC-002  gas burner,nunix,Unknown,Unknown,0,3234
Amaze 31 Free Standing Cooker  3 Gas 1 Electric Gas Oven,amaze,Unknown,Unknown,0,22950
Nunix Free standing 3 gas burner with Oven,nunix,Unknown,Unknown,0,34800
RAMTONS GAS COOKER 3 BURNER STAINLESS STEEL- RG530,ramtons,Unknown,Unknown,0,10900
"RAMTONS
GAS COOKER 4 BURNER STAINLESS STEEL- RG541",ramtons,Unknown,Unknown,0,13900
Premier 4 BURNER WITH OVEN ALL GAS,premier,Unknown,Unknown,0,25450
RAMTONS GAS COOKER 2 BURNER TEFLON- RG516,ramtons,Unknown,Unknown,0,7000
Rashnik Single SOLID Hot Plate Electric Burner,rashnik,Unknown,Unknown,1,2350
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG514,ramtons,Unknown,Unknown,0,7500
Eurochef Two Burners Glass Stove 6KG Regulator  Pipe  Tightener SELLING AT A WHOLASALE PRICES ONLY KSH 4499,eurochef,Unknown,Unknown,1,4456
"Pac 6Kg Gas Regulator Free 4 Way Power Extension, Hose Pipe Delivery, Watch.",Unknown,Unknown,Unknown,1,1188
Ramtons RF410-3G1E 60X60 STAINLESS STEEL TOP COOKER,ramtons,Unknown,Unknown,1,54999
"VON VAC6SV31UY - 6055, 3 Gas1 Electric Standing Cooker",von,Unknown,Unknown,1,42999
