standing_cooker_name,standing_cooker_reviews,standing_cooker_price
Nunix 60x60 3 Gas plus 1 Electric Free Standing Cooker With Electric oven,(0),"KSh 29,400"
"CLEARANCE OFFER Nunix Cooker 3 Gas Burners,Hot Plate, Electric 60L Oven",(0),"KSh 27,999"
"CLEARANCE OFFER Nunix Cooker 3 Gas Burners,Hot Plate, Electric 60L Oven",(0),"KSh 26,999"
"nunix sc 002 cooker Stainless steel body for durability & easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet & tray for easy cleaning.
Use li",(0),"KSh 2,635"
Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,(0),"KSh 2,490"
Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 23,999"
VON Cooker 4 Gas + Electric oven – VAC6FE40UK Graphite black,(0),"KSh 42,999"
"(OFFER!!OFFER!!)SOLSTAR 50x50cm FREE STANDING OVEN - SO531DKBSLBSS, inox black with 2 years warranty standing gas with electric oven  s cooker",(0),"KSh 36,399"
"90cm x 60cm, 5 Gas Pool Jet Burners (2 Wok), FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven (Air Fry+Convection Fan), Rotisserie, Half Inox Standing Cooker",(0),"KSh 125,000"
Eurochef Free Standing Eurochef 4 Gas Burner Cooker With Oven,(0),"KSh 23,999"
"Eurochef Metal Gas Stove, 2 Burners Gas Cooker, Table Top",(0),"KSh 8,000"
"3+1 Sarahtech 50×50  standing cooker Oven with thermostat
Turnspit(Chicken Rotisserie)
Built-in Timer
Built-in Temperature Controller
Stainless Steel Panel
Sturdy Glass Top
Oven with Heavy chromed ove",(0),"KSh 27,000"
Starlux 4 burner(All Gas),(0),"KSh 4,600"
Single Plate Induction Cooker   (Silver crest Brand)   3 Pin British plug,(0),"KSh 4,798"
EuroChef Glass Top Burner,(0),"KSh 3,233"
EUROCHEF 3+1E Free standing gas cooker Size: 50x55.   Burner Free Standing Cooker with Eletric Oven(EG55-3G1E+E) A cost-effective cooking solution that has an oven and grill in one unit.,(0),"KSh 28,350"
Nunnix 4 Gas Table Top Burner,(0),"KSh 5,198"
"[NEW ARRIVAL!!] SOLSTAR SO942DKEINBSS 90cm, 4G+2HP, Electric Oven, Inox",(0),"KSh 111,759"
Hisense 90X60 HF942GEES 4 Burners Gas 2 Electric Stove WITH WOK BURNER,(0),"KSh 84,999"
Nunix 3gas +1 electric free Standing cooker,(0),"KSh 28,999"
Nunix Free Standing 4 Gas Burner Cooker With Oven,(0),"KSh 28,999"
"Volsmart full gas standing cookerBuilt-in Temperature Controller
Stainless Steel Panel

Sturdy Glass Top

Oven with Heavy chromed oven grill & one oven tray
Double Glass Oven Door",(0),"KSh 20,555"
Amaze tabletop single gas burner cooker,(0),"KSh 2,070"
MEKO GAS BURNER. Hr Strong Non-rust Meko Gas Burnercomes with a Free Gas Lighter Strong and durable Non leak Strong regulating knob Does not change color due to burn,(0),"KSh 1,180"
Von VAC6S031UX 3 Gas + 1 Electric Cooker,(0),"KSh 54,000"
Von VAC6S031UX 3 Gas + 1 Electric Cooker,(0),"KSh 51,300"
Von VAC6S031UX 3 Gas + 1 Electric Cooker,(0),"KSh 54,000"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 25,838"
(SPECIAL OFFER!!)SOLSTAR 3 GAS + 1 ELECTRIC COOKERS SO531DKBBKBSS BLACK with 2 years warranty 3 gas burner and 1 electric cooker electric gas cooker  with  electric ovenctric  ov,(0),"KSh 36,399"
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker+1 Hotplate With Electric Oven Cooker,(0),"KSh 24,999"
Sayona 3+1 standing cooker with shelves cooker  reliable and efficient gas cooker for your kitchen,(0),"KSh 13,775"
"Mika Standing Cooker, 50cm X 50cm, All Gas, Gas oven, Silver – MST50PUAGSL (MST50PIAGKG)",(0),"KSh 30,200"
Eurochef 4 gas cooker -50 by 55 with gas oven,(0),"KSh 24,000"
"Mika Standing Cooker, 50cm x 60cm, 3 Gas Pool Jet Burners + 1 RAPID Hot Plate, Button Ignition, 4 Function Electric Oven, Rotisserie, Black Hob, Silver Body",(0),"KSh 42,000"
"Roch RECK-631BL, (60 by 60) 3 Gas Burners + 1 Hotplate Gas Cooker with Electric Oven",(0),"KSh 37,999"
SOLSTAR 60x60cm ELITE LINE-HIGH END-WOK Burner - SO631DKHINBSS Inox with 2 years warranty 3 gas and 1 electric gas cooker,(0),"KSh 77,299"
"3+1 Sarahtech 50×50  standing cooker 3 Gas+1 Hot Plate

Electric Oven with Lamp

Auto Ignoition

Oven capacity: 60L

Oven with thermostat",(0),"KSh 26,595"
"Roch  standing 3+1 cooker  black 60×60 affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎",(0),"KSh 40,500"
Nunix 4 Gas Burners and Top Cooker with Shelf,(0),"KSh 10,974"
"Hisense HF942GEES 90x90CM 2 Electric, 4 Gas Hob And Oven",(0),"KSh 89,999"
Hisense HFG50111X 50CM Free Stand Cooker All Gas And Gas Oven,(0),"KSh 39,400"
"3+1  EuroChef Standing Cooker All gas burners
Gas oven
Special burners for unique flame for evenly cooking
Special high-density insulation- for faster & quick baking
Mechanical timer
Wide Matt finish",(0),"KSh 27,675"
"Eurochef Full Gas Free Standing Cooker With Gas Oven Eurochef 4 Gas Standing Cooker + Gas Oven- brown offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for t",(0),"KSh 21,600"
Volsmart full gas standing cooker This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,(0),"KSh 20,520"
Amaze 3+1 Free Standing Cooker This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,(0),"KSh 23,220"
Ramtons RF/497-4GAS 60X60 STAINLESS STEEL COOKER,(0),"KSh 61,799"
2 Burner Glass Top Gas Cooker & Infrared Double Burner,(0),"KSh 3,455"
BEKO COOKER GE12121DX 4 gas + 2 hotplate hob STAINLESS STEEL WIDE OVEN GLASS TOP (1 YEAR WARRANTY),(0),"KSh 119,995"
Premier GAS STOVE,(0),"KSh 68,000"
3+1 Sarahtech 60*60 standing cooker,(0),"KSh 31,725"
"Haier 60X90, 4 Gas + 2 Electric Cooker – HCR6042DES",(0),"KSh 82,500"
"Haier 60X60, 4 Gas Cooker, Electric Oven – HCR2040EES",(0),"KSh 55,000"
"Haier 60X60, 3Gas + 1Electric Cooker, Electric Oven – HCR2031EES",(0),"KSh 56,000"
"Haier 50X60, 3 Gas + 1 Electric Cooker, Electric Oven – ECR1031EESB",(0),"KSh 37,000"
RAMTONS 3G+1E 50X60 BROWN COOKER- RF/401,(0),"KSh 48,300"
Nunix Gas Cooker With 2-Burners Auto Ignition - Durable - Saves Energy - Easy to use,(0),"KSh 2,206"
"Amaze 3+1 Free Standing Cooker Cooked Perfectly Every time
This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electri",(0),"KSh 23,625"
Eurochef Standing Cooker 3+1 Electric Oven 50x55cm,(0),"KSh 28,999"
3+1 Eurochef Standing Cooker,(0),"KSh 28,350"
Nunix Full Gas Free Standing Cooker With Gas Oven,(0),"KSh 23,500"
Sayona 3+1 standing cooker with shelves cooker burner with stand and shelves compartment ..,(0),"KSh 13,775"
Amaze Standing Cooker 3+1 Gas Oven,(0),"KSh 23,625"
"Nunix Cooker full gas. Gas oven. 50*55cm Gas oven
Push Button manual ignition burner
All gas burners
Special burners for unique flame for evenly cooking
Width: 50 * 55cm",(0),"KSh 22,275"
"Vitron VDR170DS 170 Liters Double Door refrigerator Double Door
Toughened Glass Shelves – For Durability
Energy Saving
CFC Free
Stylish Handle
Door light
Fully tropicalized compressor",(0),"KSh 43,200"
Volsmart 3+1 standing cooker with electric oven This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves.,(0),"KSh 25,920"
Nunix Glass Table Top Double Burner Gas Stove + Pipe + 6kg Regulator,(0),"KSh 3,899"
Hr Strong Non Leak Meko Gas Burner+5 Way Extension     Strong and durable Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylin,(0),"KSh 1,156"
Generic Electric Cooker / Single Spiral Coil Hotplate,(0),"KSh 1,357"
Nunix standing cooker 4 gas burner and gas oven,(0),"KSh 20,300"
"Standing Cooker, 90cm x 60cm, 5 Gas Pool Jet Burners (2 Wok), FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven (Air Fry+Convection Fan), Rotisserie, Half Inox",(0),"KSh 94,300"
Premier 4 GAS COOKER WITH STAND,(0),"KSh 12,750"
Mika 60×60 3+1 standing cooker,(0),"KSh 34,008"
"Ramtons RF/405 - 3G+1E 60X60 Cooker Ramtons is a leading manufacturer of electronic home appliances. Their products are affordable, innovative and durable. For every household and kitchen need, Ramton",(0),"KSh 49,950"
"Roch glass 3-Burner Automatic Gas Cooker  affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products‎.‎This gas-burner w",(0),"KSh 3,900"
VON Standing Cooker All 4 Gas + Electric oven,(0),"KSh 45,999"
Eurochef Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 37,350"
"Eurochef Black burner Steel body for durability & easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.
Detachable trivet & tray for easy cleaning.
Use liquefied",(0),"KSh 2,480"
Roch 4 burners full gas standing cooker,(0),"KSh 36,790"
"Von 60*60  3+1 standing cooker VON 3 Gas +1 Electric, 60 by 55 cm Standing Gas Cooker with Electric Oven",(0),"KSh 46,575"
"Nunix Cooker 3G+1E. Electric oven. 60*60cm3 gas burners 1 eletcric
Gas oven
Special burners for unique flame for evenly cooking
Special high-density insulation- for faster & quick baking
1 electric 
W",(0),"KSh 31,050"
Ramtons Standing Cooker 60*60cm.electric cooker appliances and free standing gas cookers offer you the best of both worlds; instant heat from the gas hobs will give you ...,(0),"KSh 49,950"
VON Cooker 3 Gas + 1 Electric - VAC6SV31UY Grey,(0),"KSh 49,000"
Eurochef 50 x 55cm Standing Cooker 3Gas + Electric Hotplate with Electric Oven Automatic Ignition Glass Lid Top Cover 1yr Warranty- Silver,(0),"KSh 31,050"
OFFER Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,(0),"KSh 24,999"
"OFFER Nunix 3+1 Gas Burners, Electric Cooker And OVEN",(0),"KSh 27,499"
VON VCF563131NFS 50x60 3+1 STANDING COOKER,(0),"KSh 39,000"
3+1 gas Nunix Table Top cooker,(0),"KSh 5,900"
"Eurochef Double coil electric cooker, very durable and fast cooking. (Gass cookers and stoves)",(0),"KSh 2,199"
Premium Non -Leak Meko Gas Burner durable long lasting and doesn't rust  +Plus a free 4 Way Socket Extension and a free  Watch,(0),"KSh 1,475"
MEKO GAS BURNER.Generic Efficient Meko 6kg Gas Burner For High Heat Output Non leak Strong regulating knob Does not change color due to burn Can be used on any type of cooking gas cylinder,(0),KSh 634
Nunix stand alone - Free Standing cooker *Full gas with Gas oven,(0),"KSh 23,249"
Sayona All 4 Gas Burners Standing Gas Cooker With Storage Compartment SGB 4483 Gas cooker,(0),"KSh 9,998"
Imduction cooker double  3500watts Energy Saving Electric Induction Radiant Cooker-Double Plate,(0),"KSh 10,125"
"Roch RGC-307TT, 3-Burner Automatic Gas Cookeroffers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎ The brand is well known for their high‎-quality‎,‎ top of the range products‎.‎This ga",(0),"KSh 3,000"
BEKO COOKER KDVF 90X 4GAS+1 WOK COOKER TRIPPLE OVEN STAINLESS STEEL (1 YEAR WARRANTY),(0),"KSh 139,995"
"Euroken Free Standing 3 Gas Burner +1 Electric Cooker With Electric Oven  size 50 by 55 Euroken offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎",(0),"KSh 31,999"
nunix standing cuuker with 3 Gas burners+ 1 Electric Plate 60*60 Dimension Electric Oven,(0),"KSh 39,950"
Nunix 3+1 Electric Free Standing Cooker  50*55 Dimension,(0),"KSh 36,400"
VON Cooker 3 Gas +1 Electric - VAC6F031US Silver,(0),"KSh 42,990"
"Haier Cooker, 4 Gas 60X60 Cooker with Electric Oven - HCR2040EES",(0),"KSh 63,449"
Generic ADJUSTABLE FRIDGE BASE WITH WHEELS Adjustable size  •Strong load bearing capacity  •No more backaches  •Made of stainless steel and hard plastic  Makes work easier,(0),"KSh 2,400"
"3 Gas Burners,1 Electric Plate, Eletric Oven 60*60",(0),"KSh 29,999"
BEKO COOKER FSS53110GS 50*60 STAINLESS STEEL COOKERFlame failure device 3gas + 1 electric NO plug 1 YEAR WARRANTY,(0),"KSh 49,995"
GAS COOKER. Eurochef 4 Gas Cooker  size 60 by 65 with GAS OVEN . VERY STRONG GLASS LID With GRILL And TIMER,(0),"KSh 36,340"
3 plus 1 table top gas burner boko This cooker will help you cook your food perfectly every time.  It provides even distribution of heat and emits less wasted heat than electric stoves. No Power? No Problem.,(0),"KSh 5,880"
3+1 Free Standing Cooker With Electric oven 50*50,(0),"KSh 28,565"
Eurochef Free Standing 4 Burner  Gas Cooker With timer Special burners for unique flame for evenly cooking,(0),"KSh 21,600"
Nunix Cooker 3G+1E. Electric oven. 60*60cm.ELECTRIC FREE STANDING COOKER WITH ELECTRIC OVEN,(0),"KSh 29,700"
Nunix stand alone  cooker *Full gas *Gas oven,(0),"KSh 27,000"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 24,999"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 28,999"
Eurochef cooker stainless steel top,(0),"KSh 2,799"
"Von Hotpoint 50 by 60, 3G+1E Free Standing Cooker with Electric Oven",(0),"KSh 43,200"
Premier Auto-Ignition 2G+2E Gas Cooker With Storage shelves,(0),"KSh 12,399"
"VON 60 by 55, 3 Gas +1 Electric,  Electric Oven Free Standing Cooker",(0),"KSh 41,999"
"Mika Standing Cooker, 50cm x 55cm, 4 Gas Pipe Burners, Button Ignition, 3 Function Electric Oven, Rotisserie, Black Hob, Silver Body",(0),"KSh 34,000"
"cooktop stand The gas burners are designed for high-heat cooking, while the electric burners are ideal for lower-heat applications. 2. Storage Shelf: The standing burner .",(0),"KSh 13,050"
Nunix 3 Gas+1 Electric FREE STANDING Cooker Burner Stove WITH ELECTRIC OVEN 60cm*60cm,(0),"KSh 30,999"
RAMTONS GAS COOKER 2 BURNER TEFLON- RG/501,(0),"KSh 8,300"
Premier 4 gas standing cooker Gas type: LPG 4 gas burners Automatic ignition Low gas consumption Improved gas flow,(0),"KSh 10,395"
"Amaze 3+1 Free Standing Cooker With this 4 burners  gas cooktop, you don’t have to sacrifice quality. It comes equipped with stainless steel surface and cast iron grates for effortless cleaning and lo",(0),"KSh 22,680"
Amnis Kitchen Eurochef Free Standing 4 Gas Burner Cooker With Gas Oven,(0),"KSh 24,750"
4gas standalone cooker  with an electric oven,(0),"KSh 28,999"
3gas +1electric Free Standing Cooker With Oven,(0),"KSh 33,350"
Free Standing 3+1  Amaze Gas oven,(0),"KSh 35,870"
Rashnik RN-1512 1 Burner Gas Stove Glass Top,(0),"KSh 3,059"
BEKO COOKER FSET63110DX 60*60 3gas + 1 electric hot plate FLAME FAILURE STAINLESS STEEL 1 YEAR WARRANTY,(0),"KSh 66,995"
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG/504,(0),"KSh 12,000"
Strong Non Leak Meko Gas Burner+Watch +Earphones + Cap,(0),"KSh 2,100"
"Haier Cooker, 4 Burner all Gas Cooker 50x60 - ECR1040EGSB",(0),"KSh 35,491"
4 gas-size 50 by 55 with ELECTRIC oven,(0),"KSh 29,000"
60 by 60 Bjs standing cooker Hot Plate With Turbo-FAN Black,(0),"KSh 47,250"
Veigapro Auto Ignition Glass Top Gas Stove Double Burner-2 Burner,(0),"KSh 2,999"
2 burner Nunix Infrared gas burner,(0),"KSh 4,800"
silver crest Smart Cooker Single Plate Induction Cooker,(0),"KSh 4,500"
Premier 4 Gas Burner Cooker With  Oven Auto Ignition All Gas Cooker,(0),"KSh 23,999"
Generic Durable & Efficient Meko Non-Leak Gas 2 Burners,(0),"KSh 1,250"
"Pac Regulator Gas 6KG // 6 KG With Gas Pipe 2M , Extension + Gift",(0),"KSh 1,680"
Rashnik Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 1,980"
Nunix Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,890"
Generic Quality Electric Cooker / Single Sprial Hotplate,(0),"KSh 1,199"
Premier 4 Gas Burner Cooker With  Oven Auto Ignition All Gas Cooker,(0),"KSh 23,999"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,699"
Rashnik Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 1,980"
Generic Durable & Efficient Meko Non-Leak Gas 2 Burners,(0),"KSh 1,250"
"Eurochef EG55-3G1E+E OVEN Free Stand Glass Top Cooker,rotisserie Silver, 60L",(0),"KSh 24,799"
Nunix Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,890"
"Pac Regulator Gas 6KG // 6 KG With Gas Pipe 2M , Extension + Gift",(0),"KSh 1,680"
silver crest Smart Cooker Single Plate Induction Cooker,(0),"KSh 4,275"
Nunix 3 plus 1 standing cooker 50x55,(0),"KSh 24,000"
Generic Smart Cooker -Single Plate Induction Cooker,(0),"KSh 7,500"
Generic Quality Electric Cooker / Single Sprial Hotplate,(0),"KSh 1,199"
Generic Durable & Efficient Meko Non-Leak Gas 2 Burners,(0),KSh 499
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG/518,(0),"KSh 6,000"
QUALITY 4 burners Standing Gas Cookers with a stand AS PICTURE,(0),"KSh 11,000"
Nunix Cooker 4-Gas Cooker Plus Shelves LTS-01,(0),"KSh 11,155"
3gas+1electric plateHot Plate Table Top Gas Cooker Burner Stove.,(0),"KSh 31,050"
"[Special Offer] Mika Standing Cooker, 50cm x 60 cm, 3 Gas Burner + 1 Electric Plate & Electric Oven",(0),"KSh 32,999"
"Exzel cooker 60x50cm 4 Gas, Electric Oven: EG5644EE",(0),"KSh 33,800"
Nunix 4 burner gas cooker Oven,(0),"KSh 30,746"
Premier Automatic 4-Gas Burners With Storage Compartment Gas Cooker,(0),"KSh 9,546"
Premier Automatic 4-Gas Burners With Storage Compartment Gas Cooker,(0),"KSh 9,268"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 25,748"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 29,868"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 24,999"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 28,999"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 26,520"
Premier Automatic 4-Gas Burners With Storage Compartment Gas Cooker,(0),"KSh 9,268"
Nunix - GS-002 - Tampered Glass Gas Table Cooker,(0),"KSh 3,680"
"Von 60*60  3+1 standing cooker VON 3 Gas 1 electric hotplate Standing Cooker + Gas Oven- white offers affordable‎,‎ quality‎,‎ energy‎-efficient home appliances‎.‎",(0),"KSh 45,900"
"Von 60 by 60  3+1 standing cooker;Prepare your food in other ways other than direct cooking.‎ Its equipped with a Turnspit (Chicken Rotisserie), the oven and grill‎ makes this happen for you and the f",(0),"KSh 48,550"
Generic Electric Tabletop Double Hotplate Coil Cooker,(0),"KSh 2,250"
Ampia Gas Regulator With Gauge Plus Free Gas Pipe,(0),KSh 979
Fashion Double Hot Plate,(0),"KSh 1,999"
Nunix 2-Burner Table Top Gas Cooker,(0),"KSh 3,610"
Rashnik Table Top Single Gas Cooker With Auto Ignition,(0),"KSh 1,881"
AILYONS GS013 Stainless Steel Table Top Double Burner Gas Cooker,(0),"KSh 2,565"
Nunix Table Top Double Burner Gas Stove + Pipe & Regulator,(0),"KSh 4,646"
Quality 3+1 Eurochef Standing Cooker,(0),"KSh 26,649"
Premier STAINLESS STEEL CAP TABLE TOP GAS COOKER,(0),"KSh 8,300"
Nunix stand alone - Free Standing cooker *Full gas with Gas oven,(0),"KSh 26,042"
Ramtons RF/405 - 3G+1E 60X60 Cooker - Brown,(0),"KSh 52,050"
"Mika 3G+1E, 50 by 60 Standing Cooker with Electric Oven",(0),"KSh 32,999"
RAMTONS GAS COOKER 2 BURNER TEFLON - RG/515,(0),"KSh 7,400"
"MIKA STANDING COOKER, 50CM X 55CM, 3 + 1, ELECTRIC OVEN, LIGHT BROWN TDF MST55PI31DB/HC",(0),"KSh 46,119"
Free Standing 4 Gas Burner With Full Gas Oven Cooker 50 * 55 * 84cm,(0),"KSh 32,796"
"Free Standing 3 Gas Burners, 1 Hotplate, Electric Oven Cooker 50* 55*84cm",(0),"KSh 35,870"
Hisense 90X60 HF942GEES 4 Burners Gas 2 Electric Stove WITH WOK BURNER,(0),"KSh 84,999"
Generic Electronic Spark Gas Igniter/Lighter Gun,(0),KSh 415
BJS 60X60 3-GAS+1 Hot Plate With Turbo-FAN  turbo ovens FAN are countertop convection ovens. This means that they use a fan to circulate the heated air over the food. The reason why they are popular i,(0),"KSh 42,525"
Single Plate Halogen Induction Electric Cooker    *(Save Energy and Time,(0),"KSh 4,999"
3+1 Table Top Cooker,(0),"KSh 6,800"
RAMTONS RF/499 5GAS 90X60 INOX COOKER,(0),"KSh 95,000"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 25,000"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 29,000"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 29,870"
Premier 3+1 Standing Cooker With Gas And Electric Burner And Oven,(0),"KSh 29,000"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 25,000"
Premier 4 gas burner with an electric oven PM 400,(0),"KSh 25,750"
3 Gas plus 1 Electric table top cooker,(0),"KSh 6,488"
60*60 ARMCO  standing 3Gas+1Electric cooker,(0),"KSh 44,550"
"Von 3 Gas & 1 Electric Plate, 60 by 60, Standing Gas Cooker",(0),"KSh 43,999"
ROCH 3+1 RECK631BL60X60 COOKER,(0),"KSh 34,500"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(0),"KSh 28,935"
RAMTONS 3G+1E 50X60 SILVER COOKER- RF/402,(0),"KSh 48,000"
PREMIER PM-400 4 Burner with Oven All Gas Gas Cooker Stand Cooker+1 year Warranty,(0),"KSh 23,777"
Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,(0),"KSh 25,999"
Nunix Free Standing 4 Gas Burner Electric Cooker With Oven,(0),"KSh 32,999"
Nunix Standing Cooker With 4 Gas Burner and Gas Oven,(0),"KSh 30,746"
Nunix Standing Cooker 3+1Gas Burner + Oven,(0),"KSh 36,895"
Ramtons RF/405 - 3G+1E 60X60 Cooker - Brown,(0),"KSh 53,650"
"Von 3G+1E, 60cm by 60cm, Free Standing Gas Cooker with Electric Oven",(0),"KSh 43,999"
OFFER  4 Gas Free Standing Cooker With Oven,(0),"KSh 23,999"
Premier All 4 Gas Standing Gas Cooker with Gas Oven,(0),"KSh 20,999"
"Von 3G+1E, 60cm by 60cm, Free Standing Gas Cooker with Electric Oven",(0),"KSh 43,999"
Gas wind shield/ energy saving cover,(0),KSh 745
Von 60*60  3+1 standing cooker Standing Gas Cooker with Electric Oven,(0),"KSh 44,550"
"Standing Cooker, 90cm x 60cm, 4 Gas Pool Jet Burners + 2 RAPID Hot Plates, FLAME FAILURE SAFETY, Auto Ignition, 10 Function Full 90cm Electric Oven (Air Fry+Convection Fan), Rotisserie, Half Inox",(0),"KSh 112,000"
Volsmart full gas standing cooker,(0),"KSh 22,185"
Nunix full gas standing cooker with shelf,(0),"KSh 9,570"
"Primier 4burner  Standing Gas Cooker ,FREE STANDING COOKER   50CMBY 55CM BY 84CM 4 GAS BURNER OVEN STRONG GLASS LID 12 MONTHS WARRANTY GRILL TIMER ROTISSERIE",(0),"KSh 13,500"
"Nunix  Free Standing 4 Gas Burners Oven Cooker Gas Cooker Black 50*55*84cm + Free 4pcs Burner Protector , 13Kg Regulator with Guange and 1.5 metres gas pipe",(0),"KSh 24,500"
Amaze 3+1 Free Standing Cooker,(0),"KSh 25,375"
Nunix 4 BURNER ALL GAS Cooker FREE STANDING Stove,(0),"KSh 25,450"
Nunix standing full gas oven cooker,(0),"KSh 22,996"
Von VAC5C040CY Gas Cooker with Cylinder,(0),"KSh 15,500"
Icook Two Burner Gas Cooker Auto Ignition Glass Top Table Cooker Low Gas Consumption,(0),"KSh 4,000"
"Nunix Free Standing 4 Gas Burner Cooker With Oven ,FREE STANDING COOKER   50CMBY 55CM BY 84CM 4 GAS BURNER OVEN STRONG GLASS LID 12 MONTHS WARRANTY GRILL TIMER ROTISSERIE",(0),"KSh 36,000"
Von 60*60  3+1 standing cooker,(0),"KSh 46,575"
"VON VAC5F031PS, 50* 60 Standing Cooker, 3 Gas +1 Electric with Eletric Oven",(0),"KSh 37,999"
3 burner cooker,(0),"KSh 3,500"
Nunix  Two Burner SC-002  gas burner,(0),"KSh 3,234"
Volsmart full gas standing cooker,(0),"KSh 22,230"
Amaze 3+1 Free Standing Cooker  3 Gas +1 Electric Gas Oven,(0),"KSh 22,950"
Nunix Free standing 3 gas burner with Oven,(0),"KSh 34,800"
RAMTONS GAS COOKER 3 BURNER STAINLESS STEEL- RG/530,(0),"KSh 10,900"
"RAMTONS
GAS COOKER 4 BURNER STAINLESS STEEL- RG/541",(0),"KSh 13,900"
Premier 4 BURNER WITH OVEN ALL GAS,(0),"KSh 25,450"
RAMTONS GAS COOKER 2 BURNER TEFLON- RG/516,(0),"KSh 7,000"
Premier 4 GAS COOKER WITH STAND,(0),"KSh 11,250"
3+1 Sarahtech 60×60 standing cooker,(0),"KSh 30,375"
Rashnik Single SOLID Hot Plate Electric Burner,(1),"KSh 2,350"
RAMTONS GAS COOKER 2 BURNER STAINLESS STEEL- RG/514,(0),"KSh 7,500"
Eurochef Two Burners Glass Stove+ 6KG Regulator + Pipe + Tightener SELLING AT A WHOLASALE PRICES ONLY KSH 4499,(1),"KSh 4,456"
"Pac 6Kg Gas Regulator +Free 4 Way Power Extension, Hose Pipe Delivery, Watch.",(1),"KSh 1,188"
Nunix Free Standing 3 Gas Burner +1 Electric Cooker With Oven,(1),"KSh 25,999"
Ramtons RF/410-3G+1E 60X60 STAINLESS STEEL TOP COOKER,(1),"KSh 54,999"
"VON VAC6SV31UY - 60*55, 3 Gas+1 Electric Standing Cooker",(1),"KSh 42,999"
